table_6_3,kcynia,town,,,,1182,,999,700,1100,1100,1170,800,900,600,800,800,1000,700,700,700,800,500,500,350,250,150,,150,150,150,200,200,205,250,250,,,,,260,,300,,500,,,500,361
table_6_3,kleczew,town,300,300,300,180,150,,,150,200,,,,150,200,,200,200,220,220,200,220,220,180,180,200,200,200,150,,,,,,,,,,,210,,,100,250,100,,100,262
table_6_3,kobylin,town,,,,,,,399,250,,,,,510,,500,,493,,,,,368,,125,100,100,,,,,,,,,,,,,,,150,,,,,150,139
table_6_3,kozmin,town,,,,600,600,,498,,,450,450,450,450,500,400,370,140,350,350,450,350,300,170,220,220,,,150,,150,120,,,,,,,,,,,,,,,120,271
table_6_3,kolo,town,399,399,498,399,,,,300,500,,,450,150,500,500,530,,500,500,500,500,300,,,,,,,,,,,,,,,,,,,,,,,,300,
table_6_3,konin,town,,,,,,,,,,,,100,150,150,150,90,,100,100,100,100,,80,80,,50,,50,50,,,,,,,,,,,,,,130,,,130,133
table_6_3,koωminek,town,198,198,,120,,,,,,100,,,,100,100,100,150,,,150,150,200,120,,150,,,,150,,,,150,150,,,,,,,220,,,,,220,225
table_6_3,krajenka,town,,,,,,,,,,,400,900,,560,700,,190,300,300,300,300,300,180,100,150,,,,,,,,,,,,,,,,,,,,350,350,254
table_6_3,krotoszyn,town,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,1524
table_6_3,kurnik,town,,339,,,,,,,,,,900,,,,,,,,,,266,300,373,,,,,,,,,,,,200,150,,,,330,,,,660,660,381
table_6_3,margonin,town,,,,,,,1150,800,1149,1050,900,400,,400,,,,,,,,1000,300,300,300,300,400,100,100,100,110,,,,,,,170,,160,,300,300,300,,300,316
table_6_3,mrocza,town,,,,,120,,,,100,100,,,,,,,80,80,80,200,200,200,80,80,150,150,150,150,150,150,150,150,50,50,100,125,125,108,150,150,170,,,70,80,80,105
table_6_3,naklo,town,213,213,311,393,,,340,300,300,300,300,300,300,300,300,300,450,350,350,100,,150,100,150,150,150,180,150,150,150,85,150,100,100,100,150,105,150,110,120,200,450,300,,150,150,56
table_6_3,nowemiasto_on_warta,town,,,,90,90,,,90,,,,100,60,,50,50,,60,60,60,60,60,,,,50,,,,,,,,,,,,,,190,,200,200,200,,200,146
table_6_3,odolanow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
table_6_3,pogorzel,town,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
table_6_3,pyzdry,town,,1000,,1500,,600,198,600,600,,,300,350,,380,,,602,602,,730,,,,,130,,,,,,,,,,,,,,,,,230,230,230,230,452
table_6_3,raszkow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
table_6_3,russocice,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
table_6_3,rychwal,town,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,105,,100,100,80,80,80,,60,65,65,,,,100,100,102
table_6_3,rychwal_and_slaszyce,town,198,198,,150,150,,,,200,198,,,,180,180,180,,300,300,300,300,,,,180,,,,,,,,,,,,,,,,,,,,,,
table_6_3,sempelborg,town,,,,,1200,,,,,798,900,1200,,,,,800,800,800,900,800,800,800,800,800,700,800,800,820,850,855,810,800,800,,,,,,800,800,1100,800,800,800,800,553
table_6_3,skoki,town,,348,,,,,750,800,900,,600,600,,,600,600,500,500,500,500,500,400,400,400,400,,200,,,,,,,,,,,,,530,550,,850,,,850,372
table_6_3,stawiszyn,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
table_6_3,totals,total,3456,3745,2187,8939,5997,3246,5911,8210,8684,11783,8210,10080,9885,8623,8113,9840,9463,10142,10242,8740,12090,10194,7470,6578,6050,5764,6440,6230,4540,5790,5243,3420,3260,3260,2690,1465,1220,666,1885,5170,7375,10462,8770,5413,4936,18582,12729
table_6_3,wilczyn,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
table_6_3,witkow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,425,,,,900,400,400,354
table_6_3,wrzesnia,town,,,,600,,,600,,,600,200,,,,,,250,300,300,300,300,,,,,280,,,,,300,,,,370,350,,,500,,,800,,,,800,436
table_6_3,zaniemysl,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,40,53,56,56,37
table_6_3,zduny,town,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,49
table_6_3,zlotowo,town,399,,,,,450,400,2746,,450,,,,,,,3300,2600,2700,,3000,,,,,,700,1100,,1100,1130,,,,1100,,,,,900,1050,2000,,1800,,1800,1027
table_6_3,naklo,villages,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,
table_6_3,labuszyn,town,,,,738,,399,300,150,699,750,,300,,773,,,,,,,,700,,,,870,900,,,,,,,,,,,,,850,850,,1050,,700,700,364
table_6_3,zerkow,town,,,,,,,,,,,,,150,150,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,105,,,110,110,90,108,120,130,130,100,100,100,,100,76
table_6_3,ostrow,town,,,,,,,,,,,,510,,,150,,250,250,250,,,150,100,,,,,,,,100,,,,,,,,,,210,,,300,,300,266
table_6_3,ledyczek,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
table_6_3,miloslaw,town,,,,,,,,,,,,,,,70,70,50,50,50,100,50,50,100,100,,100,100,70,,70,90,90,,,100,120,120,,,,,,,130,120,120,136
table_6_3,lobzenica,town,,,,1898,1500,,,,1998,1800,1400,,1300,1000,1300,1230,950,1050,1050,900,1050,1050,,200,,400,500,500,500,500,300,,,,,250,300,,,310,400,800,600,,,600,572
table_6_3,zydow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
