id_miejscowosci,nazwa_wspolczesna,nazwa_16w,charakter_osady,rodzaj_wlasnosci,powiat_p,woj_p,wielkosc_karto,lat,lon
Kupiatyn_drh_pdl,Kupientyn,Kupiętyn,wieś,s,drohicki,podlaskie,duża,52.4546069721457471,22.261680743012267
Kurejewka_was_maz,,Kurejewka,wieś,s,wąsoski,mazowieckie,mała,53.6111911950002735,22.3493414429989592
Klimasze_Jablon_zmb_maz,,Klimasze-Jabłoń,wieś,s,zambrowski,mazowieckie,mała,53.0013794680002093,22.2230696249997735
Kusy_grc_maz,,Kusy,wieś,s,grójecki,mazowieckie,mała,51.7994592790000468,20.9064559810001001
Wislina_gdn_pmr,Wiślina,Hochzeit,wieś,s,gdański,pomorskie,mała,54.2954896944062853,18.7227073435676061
Wisniewo_wrs_maz,Wiśniew,Wiśniewo,wieś,k,warszawski,mazowieckie,duża,52.2564933150000783,21.7268792480001558
Plocko_kol_maz,Mały Płock,Płocko,wieś,k,kolneński,mazowieckie,duża,53.3038950600001726,22.0274678739997078
Gutowo_gos_raw,,Gutowo,wieś,s,gostyniński,rawskie,mała,52.3193570140000617,19.5583989620000871
Witowice_sdc_krk,"Witowice Dolne, Witowice Górne",Witowice,wieś,s,sądecki,krakowskie,mała,49.778717658000069,20.6613472670000462
Ciechoslawice_sdc_krk,,Ciechosławice,wieś,s,sądecki,krakowskie,mała,49.7712937399999831,20.6422401950000527
Wojslawice_rdm_snd,,Wojsławice,wieś,s,radomski,sandomierskie,mała,51.359383517000019,21.3182980560002378
Wola_Boglewska_wrk_maz,Boglewska Wola,Wola Boglewska,wieś,s,warecki,mazowieckie,mała,51.8220214280000633,20.9896959950001474
Nowa_Wies_sch_raw,,Nowa Wieś,wieś,s,sochaczewski,rawskie,mała,52.0690236480000408,20.2631601260000451
Nowa_Wies_sls_krk,,Nowa Wieś,wieś,s,śląski,krakowskie,mała,49.9069484710001134,19.220268376000007
Wola_Sarbiewska_pln_plc,Wola Dłużniewska,Wola Sarbiewska,wieś,s,płoński,płockie,mała,52.7104800570091712,20.3548292576642424
Wola_Golkowska_tar_maz,,Wola Gołkowska,wieś,s,tarczyński,mazowieckie,mała,52.0497209560000442,20.9311587210001129
Wola_Pieczyska_grc_maz,,Wola Pieczyska,wieś,s,grójecki,mazowieckie,mała,51.919519383000079,21.052772852000146
Wola_Gorska_plz_snd,Wola Wielka,Wola Górska,wieś,s,pilzneński,sandomierskie,mała,50.081084450000013,21.3434792820003203
Wola_Suffczynska_gar_maz,Wola Sufczyńska,Wola Suffczyńska,wieś,s,garwoliński,mazowieckie,mała,52.0500915780000355,21.5315082990001443
Wola_Wierzbowska_cch_maz,,Wola Wierzbowska,wieś,s,ciechanowski,mazowieckie,mała,52.9614376280000343,20.7499519440001166
Kuznica_Przestanska_llw_krk,Stara Kuźnica,Kuźnica Przestańska,osada kuźnicza,s,lelowski,krakowskie,,50.9003724530000454,18.714846337000079
Kwiatkowo_prz_maz,,Kwiatkowo,wieś,s,przasnyski,mazowieckie,mała,53.2328694730000578,20.8333478670000716
Bialobrzegi_stz_snd,,Białobrzegi,wieś,s,stężycki,sandomierskie,mała,51.6276458210002929,22.4090366580015186
Brachowice_lcz_lcz,Brachowice Stare,Brachowice,wieś,s,łęczycki,łęczyckie,mała,51.991662943000037,19.4033135860000243
Miecharzewo_kcn_kls,Micharzewo,Miecharzewo,wieś,d,kcyński,kaliskie,mała,52.8374691823813336,17.2438864332289938
Uscikowo_kcn_kls,Uścikowo,Uścikowo,wieś,s,kcyński,kaliskie,duża,52.8187704562888882,17.597775467925338
Grabki_Wielkie_wsl_snd,,Grabki Wielkie,wieś,s,wiślicki,sandomierskie,mała,50.5857177430000391,20.9614970070001085
Wolica_kck_llw_krk,,Wolica,wieś,s,lelowski,krakowskie,mała,50.7207917380001021,19.7662172099999935
Tomkow_Las_wrs_maz,Warszawa-Las,Tomków Las,wieś,s,warszawski,mazowieckie,mała,52.2151447230000301,21.1079393140000846
Laskowice_drh_pdl,Laskowice,Laskowicze,wieś,s,drohicki,podlaskie,mała,52.3503676294640812,22.6431608613730511
Lasanin_gar_maz,Lasomin,Lasanin,wieś,s,garwoliński,mazowieckie,mała,52.0641477510000641,21.588573803000223
Lichanice_wrk_maz,Lechanice,Lichanice,wieś,s,warecki,mazowieckie,mała,51.7461990420000433,21.1086571400001013
Lekowo_ndz_plc,,Lekowo,wieś,s,niedzborski,płockie,mała,52.9362388451467751,20.5510350912965656
Lesniewo_Nadolne_prz_maz,Leśniewo Dolne,Leśniewo Nadolne,wieś,s,przasnyski,mazowieckie,mała,52.988109239000039,20.6316511290001117
Lenka_knn_kls,Łęka,Łęka,wieś,s,koniński,kaliskie,mała,52.1337788941781994,18.6194018757861777
Karlin_llw_krk,Zawiercie-Karlin,Karlin,wieś,s,lelowski,krakowskie,mała,50.4886991110000451,19.5523988449999955
Lesno_tch_pmr,Leśno,Leśno,wieś,k,tucholski,pomorskie,mała,53.9486785579618058,17.698357825438837
Lipinka_mlb_mlb,Lipinka,Lindenau,wieś,k,malborski,malborskie,duża,54.1200171946539825,19.1224230210358215
Lipiny_mln_pdl,Lipiny,Lipiny,wieś,s,mielnicki,podlaskie,mała,52.5414066542459892,22.8554264444754835
Wola_Lipnica_snd_snd,Lipnica,Wola Lipnica,wieś,k,sandomierski,sandomierskie,duża,50.2904494200001224,21.8989916640013185
Luban_tcz_pmr,Lubań,Lubanie,osada folwarczna,s,tczewski,pomorskie,,54.1193009587771243,18.1577566581986787
Mieczewo_pzd_kls,Mieczewo,Mieczewo,wieś,s,pyzdrski,kaliskie,mała,52.2397183854924876,17.0034447977004461
Lubowidz_szr_plc,,Lubowidz,miasto,s,szreński,płockie,miasteczko,53.1204608617795273,19.8442092059901931
Lanieta_prz_maz,,Łanięta,wieś,s,przasnyski,mazowieckie,mała,53.1014745250000715,20.8271181900000393
Lesnica_sls_krk,,Leśnica,wieś,k,śląski,krakowskie,mała,49.8311507410000232,19.7146608860000221
Lawy_mln_pdl,Ławy,Ławy,wieś,s,mielnicki,podlaskie,mała,52.1762699892487376,22.8077912572839843
Lazy_bln_maz,,Łazy,wieś,k,błoński,mazowieckie,mała,52.0835281300000403,20.8732446990000255
Chrzanowo_was_maz,,Chrzanowo,wieś,s,wąsoski,mazowieckie,mała,53.5314197040002782,22.2964017859991444
Leg_rds_srd,,Łęg,wieś,s,radomszczański,sieradzkie,mała,51.025620934000095,19.3006754850000135
Leg_Wielki_bls_plc,Łęg Kościelny,Łęg Wielki,wieś,ds,bielski,płockie,mała,52.7087400262314034,19.89293188080185
Leki_sdc_krk,,Łęki,wieś,s,sądecki,krakowskie,mała,49.7739349410000855,20.6143529120001219
Wypychy_kam_maz,,Wypychy,wieś,s,kamieniecki,mazowieckie,mała,52.6254138630000767,21.2958056270000888
Orly_sch_raw,Orły-Cesin,Orły,wieś,s,sochaczewski,rawskie,mała,52.2497855470000374,20.3064808920000921
Miechow_kss_krk,,Miechów,miasto,d,ksiąski,krakowskie,miasto,50.359563719000036,20.0305277090000295
Wolica_lck_sdc_krk,Olszana-Wolica - część,Wolica,wieś,k,sądecki,krakowskie,mała,49.5760589640000333,20.4942139260000395
Kramkowo_wiz_maz,,Kramkowo,wieś,k,wiski,mazowieckie,mała,53.179149558000276,22.3473665259994902
Truskolas_Olszyna_blk_pdl,Truskolasy-Olszyna,Truskolas-Olszyna,wieś,s,bielski,podlaskie,mała,53.0222430103079247,22.701160189709455
Bedon_brz_lcz,Bedoń,Będoń,wieś,s,brzeziński,łęczyckie,mała,51.7369935640000733,19.6454602130000389
Golebiewko_gos_raw,Gołębiewek Stary,Gołębiewko,wieś,s,gostyniński,rawskie,mała,52.2544770770000113,19.2956768900000313
Krzywosadowa_kls_kls,Krzywosądów,Krzywosądowa,wieś,d,kaliski,kaliskie,mała,51.813032066762716,17.8514757489434785
Ulesie_rds_srd,,Ulesie,wieś,s,radomszczański,sieradzkie,mała,50.8103778650000564,19.5818806920000412
Wysocze_Stara_Wies_osw_maz,,Wysocze-Stara Wieś,wieś,s,ostrowski,mazowieckie,mała,52.8876380180000751,21.6984785780000458
Zabiele_blk_pdl,Zabiele,Zabiele,wieś,k,bielski,podlaskie,duża,53.5633889278917295,22.9667801818021253
Zabledza_plz_snd,,Zabłędza,wieś,s,pilzneński,sandomierskie,mała,49.9195135770000391,21.0458771240002278
Leki_Gorne_plz_snd,,Łęki Górne,wieś,s,pilzneński,sandomierskie,duża,49.9760222000000027,21.2137271260002223
Lobzow_kss_krk,,Łobzów,wieś,k,ksiąski,krakowskie,mała,50.4026319640001077,19.7697387830000686
Lochynia_wln_srd,,Łochynia,wieś,s,wieluński,sieradzkie,mała,50.9271988210000117,19.2361525150001
Bedostowo_ser_maz,Błędostowo,Będostowo,wieś,s,serocki,mazowieckie,mała,52.5760706600000702,20.954242031000085
Grodkowo_Male_wsg_maz,Gródkówko,Grodkowo Małe,wieś,s,wyszogrodzki,mazowieckie,mała,52.4286941319999968,20.2167498220000503
Januszowa_sdc_krk,,Januszowa,wieś,d,sądecki,krakowskie,mała,49.6476807410000376,20.7331831940001123
Mieszczyn_tcz_pmr,Mieścin,Mieścino,wieś,d,tczewski,pomorskie,mała,54.1232588782208737,18.7003901837644477
Zabrzezie_sdc_krk,Zabrzeż,Zabrzezie,wieś,d,sądecki,krakowskie,mała,49.5451378689999942,20.4041275310000501
Zagorzyce_snd_snd,,Zagorzyce,wieś,s,sandomierski,sandomierskie,mała,50.6639524210000332,21.3226784460002676
Lownica_snd_snd,,Łownica,wieś,s,sandomierski,sandomierskie,mała,50.7052916390000732,21.4266578150003042
Lubna_czr_maz,,Łubna,wieś,s,czerski,mazowieckie,mała,52.0327341230000968,21.1235205430000548
Lukoszyno_Byki_plc_plc,,Łukoszyno-Byki,wieś,s,płocki,płockie,mała,52.699826395771673,19.5674720347067819
Lukowiec_zls_gar_maz,,Łukowiec,wieś,s,garwoliński,mazowieckie,mała,52.0507810860001783,21.853969914000352
Malenin_tcz_pmr,Malenin,Malenino,wieś,d,tczewski,pomorskie,mała,54.1345323328116237,18.6883785863136183
Malyszczyn_drh_pdl,Małyszczyn,Małyszczyn,wieś,s,drohicki,podlaskie,mała,52.6643811751536433,22.7218884720053609
Malzewo_tcz_pmr,Małżewo,Mulżewo Wielkie,wieś,s,tczewski,pomorskie,mała,54.0793942122284506,18.6257485859863898
Maniowy_sdc_krk, ,Maniowy,wieś,k,sądecki,krakowskie,mała,49.4508993150001004,20.2579810370000679
Umienino_Nogietki_bls_plc,Umienino-Nagietki,Umienino-Nogietki,wieś,s,bielski,płockie,mała,52.6733201276219134,19.7220145262495095
Opoka_urz_lub,Opoka Duża,Opoka,wieś,s,urzędowski,lubelskie,duża,50.8643146730001376,21.8679521570009108
Szczekociny_llw_krk,,Szczekociny,miasto,s,lelowski,krakowskie,miasteczko,50.6268030280000332,19.8214207060000049
Jawor_snd_snd,,Jawor,wieś,s,sandomierski,sandomierskie,mała,50.9449740840000658,21.0963976690001473
Rachow_urz_lub,,Rachów,wieś,s,urzędowski,lubelskie,mała,50.8982761950000935,21.8762815030009037
Ostrow_jzr_srd_srd,Ostrów Warcki,Ostrów,wieś,s,sieradzki,sieradzkie,mała,51.8055484750000872,18.6629709070000089
Weremiejki_drh_pdl,Wyromiejki,Wieremiejki,wieś,s,drohicki,podlaskie,mała,52.4855997403817867,22.8518388571559221
Markuszowa_scz_krk,Jodłownik - część,Markuszowa,wieś,d,szczyrzycki,krakowskie,mała,49.7665381520000736,20.2243622910000553
Wszachow_snd_snd,,Wszachów,wieś,d,sandomierski,sandomierskie,mała,50.7606952010000327,21.1773846590001504
Meczynino_Wielkie_plc_plc,Męczynino,Męczynino Wielkie,wieś,s,płocki,płockie,mała,52.5947124236396562,19.8203572373967418
Mekarzow_llw_krk,,Mękarzów,wieś,s,lelowski,krakowskie,mała,50.6820065230000267,19.8951839970000428
Michrowo_Wielkie_tar_maz,Michrów,Michrowo Wielkie,wieś,s,tarczyński,mazowieckie,mała,51.9375074110000625,20.7959955930000753
Miedniewice_sch_raw,,Miedniewice,wieś,s,sochaczewski,rawskie,duża,52.0798920670001095,20.3035799260000829
Chustki_rdm_snd,,Chustki,wieś,s,radomski,sandomierskie,mała,51.2676692300000809,20.9149156680000985
Krasusza_Zaki_luk_lub,,Krasusza Żaki,wieś,s,łukowski,lubelskie,mała,52.045241499000312,22.4834993400010532
Wierzbica_sob_chc_snd,,Wierzbica,wieś,s,chęciński,sandomierskie,mała,50.7041073380000284,20.4999251300000651
Zakrzow_wie_snd_snd,,Zakrzów,wieś,s,sandomierski,sandomierskie,mała,50.6075597660001151,21.7027313330006919
Roszkowo_cch_maz,Ruszkowo,Roszkowo,wieś,s,ciechanowski,mazowieckie,mała,52.7978587590000714,20.8365333120000678
Midzieza_opc_snd,Miedzierza,Midzieża,wieś,s,opoczyński,sandomierskie,mała,51.0838128980000619,20.3896631120000542
Miedzygorze_snd_snd,Międzygórz,Międzygorze,wieś,s,sandomierski,sandomierskie,mała,50.7416018440000656,21.5489191670005127
Minkowice_pck_pmr,Minkowice,Mieńkowice,wieś,s,pucki,pomorskie,mała,54.7821520367125032,18.1735239413877459
Miodusy_Litwa_drh_pdl,Miodusy-Litwa,Miodusy-Litwa,wieś,s,drohicki,podlaskie,mała,52.933250913734831,22.3918304385629341
Malice_snd_snd,Malice Kościelne,Malice,wieś,s,sandomierski,sandomierskie,mała,50.7637417040000543,21.5214014280004413
Gliszcze_nkl_kls,Gliszcz,Gliszcze,wieś,s,nakielski,kaliskie,mała,53.2276458926372484,17.7380151610568042
Brzozowa_Karpowicze_blk_pdl,Karpowicze,Brzozowo-Karpowicze,wieś,s,bielski,podlaskie,mała,53.5789047470344428,23.039283114466528
Mocarze_Dziubiele_wiz_maz,,Mocarze-Dziubiele,wieś,s,wiski,mazowieckie,mała,53.3012858720003138,22.4553834939991006
Miodusy_Pokrzywne_drh_pdl,Miodusy-Pokrzywne,Miodusy Koprzywne,wieś,s,drohicki,podlaskie,mała,52.5468876904286759,22.5928349836881281
Mirowice_mlb_mlb,Mirowice,Mirany,wieś,s,malborski,malborskie,mała,53.8584549192110629,19.1001890940100871
Zawada_brn_prs_krk,Mniszów - część,Zawada,wieś,d,proszowicki,krakowskie,mała,50.1626934290000577,20.3713947240000017
Murawa_Kmieca_cch_maz,Morawka,Murawa Kmieca,wieś,s,ciechanowski,mazowieckie,mała,52.8278866220000367,20.7820475690000102
Morzeszczyn_tcz_pmr,Morzeszczyn,Morzeszczyno,wieś,d,tczewski,pomorskie,mała,53.8398120199390959,18.6864996772151386
Murkowo_wsg_maz,,Murkowo,wieś,d,wyszogrodzki,mazowieckie,mała,52.4662344600000949,20.1932732090000577
Myslkowiec_Gniewosy_kam_maz,Mystkowiec-Szczuczyn,Mysłkowiec-Gniewosy,wieś,s,kamieniecki,mazowieckie,mała,52.6304021150000452,21.2378950250001068
Michocin_snd_snd,Miechocin,Michocin,wieś,s,sandomierski,sandomierskie,duża,50.5577337890001104,21.6632796970007
Wilkowo_knn_kls,Wilków (Konin – część),Wilkowo,wieś,k,koniński,kaliskie,mała,52.1981696055298983,18.2805572740224278
Nasierowo_Dziurawiniec_cch_maz,Nasierowo-Dziurawieniec,Nasierowo-Dziurawiniec,wieś,s,ciechanowski,mazowieckie,mała,52.8416635660000793,20.750829923000051
Nidowo_mlb_mlb,Nidowo,Nidowo,wieś,k,malborski,malborskie,mała,54.1408454417247498,19.1295572246768941
Biskupie_lub_lub_lub,,Biskupie,wieś,d,lubelski,lubelskie,mała,51.2447853670005316,22.6473346250033813
Niecew_sdc_krk,,Niecew,osada folwarczna,s,sądecki,krakowskie,,49.6868054250000455,20.8618660320000835
Niedzialki_szr_plc,,Niedziałki,wieś,s,szreński,płockie,mała,53.1300946090790802,20.1299889156561136
Niestepowo_gdn_pmr,Niestępowo,Niestępowo,wieś,s,gdański,pomorskie,mała,54.3141929205648637,18.4418506562547755
Debicze_pzd_kls,Dębicz,Dębice,wieś,s,pyzdrski,kaliskie,mała,52.2620044164422453,17.3128177759253923
Krassy_drh_pdl,,Krasy,wieś,s,drohicki,podlaskie,,,
Szczepanki_jbl_chl_chl,Szczepanki,Szczepanki,wieś,s,michałowski,chełmińskie,mała,53.4097104872206145,19.148322296334559
Radowiska_Wielkie_chl_chl,Wielkie Radowiska,Radowiska Wielkie,wieś,k,chełmiński,chełmińskie,mała,53.2212284545872407,19.0216901817072248
Zalesice_rdm_snd,,Zalesice,wieś,d,radomski,sandomierskie,mała,51.2502769450000741,21.1275247130001489
Zalesie_was_maz,,Zalesie,wieś,s,wąsoski,mazowieckie,mała,53.5295371460002727,22.4146788119989395
Zalesie_stn_gar_maz,,Zalesie,wieś,k,garwoliński,mazowieckie,mała,52.2725318320000767,21.510084227000128
Zalesie_wlk_grc_maz,,Zalesie,wieś,s,grójecki,mazowieckie,mała,51.8316397870000998,20.6420988300001049
Nieznamierowice_rdm_snd,,Nieznamierowice,wieś,s,radomski,sandomierskie,duża,51.4730253060000749,20.5645958040000849
Niezywiec_czl_pmr,Nieżywięć,Nieżywięć,osada folwarczna,s,człuchowski,pomorskie,,53.6991536376349359,17.4982046250071477
Kruszewo_osl_maz,,Kruszewo,wieś,d,ostrołęcki,mazowieckie,duża,52.9438196480000727,21.4717093269999744
Ilmie_kls_kls,Ilno,Ilmie,wieś,d,kaliski,kaliskie,mała,51.8205637353477329,18.1562974698736852
Pawlowo_czl_pmr,Pawłowo,Pawłowo,wieś,s,człuchowski,pomorskie,duża,53.6818554490214765,17.6407710435255538
Sarnowo_Nowa_Wies_szr_plc,Nowa Wieś,Sarnowo-Nowa Wieś,wieś,s,szreński,płockie,mała,53.1367137416460196,20.0643396167800425
Gnojna_tar_maz,Gnojna,Gnojna,wieś,s,tarczyński,mazowieckie,mała,51.9763400690000381,20.580967570000027
Prusinowo_czl_pmr,Prusinowo,Preuschwald,wieś,k,człuchowski,pomorskie,mała,53.5344807707198527,17.0557223659702935
Makowiec_liw_maz,,Makowiec,wieś,s,liwski,mazowieckie,mała,52.3462412680000995,21.7363685020001718
Mirkowice_snd_snd,,Mirkowice,wieś,s,sandomierski,sandomierskie,mała,50.8869033770000812,21.3181727840002395
Oble_kam_maz,,Oble,wieś,s,kamieniecki,mazowieckie,mała,52.4710101040000652,21.5769923700000987
Obrab_Wielki_ser_maz,Obręb Wielki,Obrąb Wielki,wieś,s,serocki,mazowieckie,mała,52.6057307460000771,21.0452963450000752
Zalakowo_mrw_pmr,Załakowo,Załakowo,wieś,k,mirachowski,pomorskie,mała,54.3835213403055064,17.8472647972195766
Zambrzyca_Kapusty_zmb_maz,Zambrzyce-Kapusty,Zambrzyca-Kapusty,wieś,s,zambrowski,mazowieckie,mała,53.0974346280004283,22.5601581329991987
Nowa_Wies_nmo_maz,,Nowa Wieś,wieś,d,nowomiejski,mazowieckie,mała,52.5836580360000525,20.7934708010000691
Szaniawy_Salomony_luk_lub,,Szaniawy Salomony,wieś,s,łukowski,lubelskie,mała,51.9526942110003773,22.5357424480013435
Nowe_Polaszki_tcz_pmr,Nowe Polaszki,Polaszkowy Małe,pustka,k,tczewski,pomorskie,,54.0332772696535173,18.1361030980074425
Zambrzyca_Nowa_zmb_maz,Zambrzyce Nowe,Zambrzyca Nowa,wieś,s,zambrowski,mazowieckie,mała,53.0998996110004029,22.5447762939992344
Nowodworze_plz_snd,,Nowodworze,wieś,s,pilzneński,sandomierskie,mała,49.9693182310000594,20.9931675910001445
Oborki_gbn_raw,Obory,Oborki,wieś,s,gąbiński,rawskie,mała,52.3529684330000364,20.0752556150000316
Kocierzewo_gbn_raw,Kocierzew,Kocierzewo,wieś,d,gąbiński,rawskie,duża,52.2262863320000577,20.0209746390000518
Zaleze_Wyzne_sdc_krk,Znamirowice - część,Załęże Wyżne,wieś,s,sądecki,krakowskie,mała,49.7357636290000684,20.7088746210001204
Sikory_Bartkowieta_blk_pdl,Sikory-Bartkowięta,Sikory-Bartkowięta,wieś,s,bielski,podlaskie,mała,53.1306678715297167,22.6355870659150256
Kosowka_chl_chl,Uciąż,Kosówka,wieś,s,chełmiński,chełmińskie,mała,53.3000976804272568,18.8475294582797979
Oblasy_chc_snd,,Oblasy,wieś,d,chęciński,sandomierskie,mała,50.8425315230000479,19.7666914390000876
Okrasino_rdz_maz,Okrasin,Okrasino,wieś,k,radziłowski,mazowieckie,mała,53.4046070430003113,22.4724595189988889
Mala_Wies_wsg_maz,,Mała Wieś,wieś,s,wyszogrodzki,mazowieckie,mała,52.4620730540000579,20.1060968530000892
Nowe_lcz_lcz,,Nowe,wieś,s,łęczycki,łęczyckie,mała,52.241859174000048,19.2307245100000408
Borzyszkowy_czl_pmr,Borzyszkowy,Borzyszkowo,wieś,s,człuchowski,pomorskie,mała,54.0319449232241524,17.3731456046976369
Ociesc_rdm_snd,,Ocieść,wieś,s,radomski,sandomierskie,mała,51.5320903740000844,20.7842225910000629
Odunow_prs_krk,Odonów,Odunów,wieś,s,proszowicki,krakowskie,mała,50.2477591610000474,20.4966019620000708
Dabrowica_obh_llw_krk,,Dąbrowica,wieś,s,lelowski,krakowskie,mała,50.5636045440000643,19.8361257750000028
Doluszyce_scz_krk,Bochnia-Dołuszyce,Dołuszyce,wieś,s,szczyrzycki,krakowskie,mała,49.9503290560000153,20.4273081830000862
Ogorzelice_plc_plc,,Ogorzelice,wieś,s,płocki,płockie,mała,52.6521104769171444,19.7250683046587305
Ogrodek_liw_maz,,Ogródek,wieś,s,liwski,mazowieckie,mała,52.2661352020001146,21.9080220750002965
Olbrachcice_rds_srd,,Olbrachcice,wieś,s,radomszczański,sieradzkie,mała,50.8222525160000274,19.5584028500000819
Olszak_nmo_maz,,Olszak,osada młyńska,d,nowomiejski,mazowieckie,,52.7333566590000444,21.0715882050000936
Obrabek_ser_maz,Obrębek,Obrąbek,wieś,s,serocki,mazowieckie,mała,52.6162099700000354,21.0488992280000069
Sudol_kss_krk,Sudół,Sudoł,wieś,d,ksiąski,krakowskie,mała,50.6581860760000353,20.2555057470000293
Mloszowa_prs_krk,,Młoszowa,wieś,s,proszowicki,krakowskie,mała,50.1512430190000345,19.4927700930000718
Modrzewie_kcn_kls,Modrzewie,Modrzewie,wieś,s,kcyński,kaliskie,mała,52.8102652156684371,17.4145857236552999
Zareby_tar_maz,Zaręby,Zaręby,wieś,s,tarczyński,mazowieckie,mała,51.9945508060000563,20.7318692670000182
Zareby_Koscielne_nur_maz,,Zaręby Kościelne,wieś,s,nurski,mazowieckie,mała,52.7570572240001638,22.1260346540000405
Zabrowo_mlb_mlb,Ząbrowo,Zębrowo,wieś,k,malborski,malborskie,mała,54.0901351594881632,19.2186894256758798
Zlotka_plz_snd,Wola or Zwódka,Złotka,wieś,s,pilzneński,sandomierskie,mała,49.9415306330000845,20.914818755000109
Zbijow_rdm_snd,,Zbijów,wieś,d,radomski,sandomierskie,mała,51.1721711230000551,21.0019829680001386
Jacwiesz_blk_pdl,"Jatwieź Mała, Jatwieź Duża",Jatwież,wieś,k,bielski,podlaskie,duża,53.5468746072306558,23.0249557047632081
Olszewiec_prz_maz,,Olszewiec,wieś,s,przasnyski,mazowieckie,mała,53.0459980000000755,20.7916804300000813
Mokre_mkr_chl_chl,Mokre,Mokre,wieś,k,chełmiński,chełmińskie,mała,53.5434314609741122,18.8125612800622086
Olki_Kurzatki_roz_maz,Olki,Olki-Kurzątki,wieś,s,rożański,mazowieckie,mała,53.0181604130000323,21.2614657700000365
Zdworz_gbn_raw,,Zdwórz,wieś,k,gąbiński,rawskie,mała,52.4319801790000568,19.6706387830001042
Zielona_Gora_tcz_pmr,Zielona Góra,Zielona Góra,osada folwarczna,k,tczewski,pomorskie,,53.8757968318985192,18.4635836683187939
Krzepin_chc_snd,,Krzepin,wieś,s,chęciński,sandomierskie,mała,50.7514152750000491,19.9519198050000917
Krzepice_dzr_llw_krk,,Krzepice,wieś,s,lelowski,krakowskie,mała,50.7334028810000603,19.8433117470000546
Olszewnica_wrs_maz,Olszewnica Stara,Olszewnica,wieś,s,warszawski,mazowieckie,mała,52.4393227620000957,20.8649968460000999
Olszewo_Chamskie_szr_plc,Olszewo,Olszewo Chamskie,wieś,s,szreński,płockie,mała,53.0398187654238527,19.9553530568982644
