id_miejscowosci,nazwa_wspolczesna,nazwa_16w,charakter_osady,rodzaj_wlasnosci,powiat_p,woj_p,wielkosc_karto,lat,lon
Twarogi_Lackie_drh_pdl,Twarogi Lackie,Twarogi Lackie,wieś,s,drohicki,podlaskie,duża,52.5653239030445363,22.6132643003715259
Biskupice_gzn_kls,Biskupice,Biskupice,wieś,d,gnieźnieński,kaliskie,mała,52.6092487794134271,17.4886655774843511
Gielzowo_bln_maz,Biskupice - część,Giełżowo,wieś,d,błoński,mazowieckie,mała,52.1713505240000188,20.6804767280000483
Biskupice_inw_inw,,Biskupice,wieś,d,inowrocławski,inowrocławskie,mała,52.7144401439469519,18.1387965648907681
Biesioreda_kss_krk,Bizoręda,Biesioręda,wieś,d,ksiąski,krakowskie,mała,50.7511754120000589,20.344963962000076
Blugowo_nkl_kls,Bługowo,Bługowo,wieś,s,nakielski,kaliskie,mała,53.2554407297603944,17.1216539210128822
Jeglia_mch_chl,Jeglia,Jeglia,wieś,d,michałowski,chełmińskie,duża,53.3877486272833295,19.8772429270330733
Bogumilowice_plz_snd,,Bogumiłowice,wieś,s,pilzneński,sandomierskie,mała,50.0051698740000248,20.8733120140001809
Boguslawice_rdm_snd,,Bogusławice,wieś,s,radomski,sandomierskie,mała,51.3343056400000606,21.2799681930001974
Boguslawice_brz_lcz,,Bogusławice,wieś,ds,brzeziński,łęczyckie,mała,51.5099272910000536,19.8401676420000612
Boguslawczewice_Stara_Wies_raw_raw,Bogusławki Małe,Bogusławczewice-Stara Wieś,wieś,s,rawski,rawskie,mała,51.727620352000109,20.2896246610000368
Bojan_gdn_pmr,Bojano,Bojan,wieś,k,gdański,pomorskie,mała,54.4709437683674764,18.3838226981743205
Bolescice_kss_krk,,Boleścice,wieś,s,ksiąski,krakowskie,mała,50.584809447000076,20.1272230560000374
Boratyniec_Ruski_drh_pdl,Boratyniec Ruski,Boratyniec Ruski,wieś,s,drohicki,podlaskie,mała,52.4031848872289956,22.9385388840591453
Borkowo_Boksy_prz_maz,,Borkowo-Boksy,wieś,s,przasnyski,mazowieckie,mała,53.0711267090000192,20.7692306990000404
Borkowo_gar_maz,Borków,Borkowo,wieś,s,garwoliński,mazowieckie,mała,52.0852511960000868,21.4804255440002088
Iwanow_Kijki_luk_lub,,Iwanów Kijki,wieś,s,łukowski,lubelskie,mała,52.0970490930004075,22.5335967320010475
Borowa_ptr_srd,,Borowa,wieś,s,piotrkowski,sieradzkie,mała,51.3304347250000461,19.4985790900000744
Chrzanowo_Borowe_prz_maz,Borowe Chrzany,Chrzanowo Borowe,wieś,s,przasnyski,mazowieckie,mała,53.1237141510000654,20.7778447050000388
Borowiec_gdn_pmr,Borowiec,Borowiec,pustka,d,gdański,pomorskie,,54.4109632756885517,18.4146864468342031
Babia_knn_kls,Babia,Babia,wieś,s,koniński,kaliskie,mała,52.1774707776240021,18.0975759355571171
Gorszewice_pzn_pzn,Gorszewice,Gorszewice,wieś,s,poznański,poznańskie,mała,52.5144414062441172,16.5272762725926796
Kotliny_lub_lub,,Kotliny,wieś,s,lubelski,lubelskie,mała,51.4852032425998516,22.1631553750588921
Borowno_wln_srd,,Borowno,wieś,s,wieluński,sieradzkie,mała,50.9309184090001139,19.27462239600003
Wojanowo_gdn_pmr,Wojanowo,Wojanowo,wieś,s,gdański,pomorskie,mała,54.2335052846378289,18.5959809970967314
Boryszowice_jml_kss_krk,Borszowice,Boryszowice,wieś,s,ksiąski,krakowskie,duża,50.6336776270000826,20.4896447100000785
Boryszowo_sch_raw,Boryszew,Boryszowo,wieś,s,sochaczewski,rawskie,mała,52.2002166800000538,20.2107889030000543
Borzychy_drh_pdl,Borzychy,Borzychy,wieś,s,drohicki,podlaskie,mała,52.4634762852419243,21.9123892553345385
Bozaczino_pzd_kls,Bożacin,Bożacino,wieś,s,pyzdrski,kaliskie,mała,51.7341938688277523,17.4340920693505304
Bozniowice_stz_snd,Boźniewice,Boźniowice,wieś,s,stężycki,sandomierskie,mała,51.6077809020003002,22.3880686930015251
Bracholino_kcn_kls,Bracholin,Bracholino,wieś,d,kcyński,kaliskie,mała,52.8168043767956874,17.2964662009438825
Branica_szd_srd,,Branica,wieś,s,szadkowski,sieradzkie,mała,51.5114424400000601,18.9282000460000219
Brochocino_Szlacheckie_plc_plc,Brochocinek,Brochocino Szlacheckie,wieś,s,płocki,płockie,mała,52.5757987151387809,19.7924826930220092
Brodnia_srd_srd,,Brodnia,wieś,k,sieradzki,sieradzkie,mała,51.7824701810000434,18.6846409900000268
Broniszewo_prd_bkj,Broniszewo,Broniszewo,wieś,s,przedecki,brzeskie kujawskie,mała,52.3711144342658557,18.9594282767614786
Broniszow_wsl_snd,,Broniszów,wieś,s,wiślicki,sandomierskie,mała,50.3046134210000702,20.5161035040000392
Bronocice_prs_krk,,Bronocice,wieś,s,proszowicki,krakowskie,mała,50.3389540980000305,20.3641085290000916
Bronow_opc_snd,,Bronów,wieś,d,opoczyński,sandomierskie,mała,51.2420751140000021,20.2014709890000077
Zagliny_szd_srd,,Zagliny,wieś,d,szadkowski,sieradzkie,mała,51.4824194860000048,19.0527521390000523
Broszkowo_liw_maz,Broszków,Broszkowo,wieś,s,liwski,mazowieckie,mała,52.1911362470001876,22.1083204480004696
Brudnice_szr_plc,,Brudnice,wieś,s,szreński,płockie,mała,53.0705908354988125,19.8710429901420369
Brudniow_rdm_snd,Brudnów,Brudniów,wieś,s,radomski,sandomierskie,mała,51.401707869000056,20.8208275760000987
Przekory_czr_maz,,Przekory,wieś,s,czerski,mazowieckie,,,
Zawada_sdc_krk,,Zawada,wieś,s,sądecki,krakowskie,,,
Mrokowo_Mikolajewo_bln_maz,Mroków - część,Mrokowo-Mikołajewo,wieś,s,błoński,mazowieckie,mała,52.0403254020000503,20.8556556860000804
Golabki_dbr_dbr,,Gołębki,wieś,s,dobrzyński,ziemia dobrzyńska,,52.6894740202645693,19.4718755041687288
Chmielewo_Zycharzewo_lom_maz,Chmielewo,Chmielewo-Zycharzewo,wieś,s,łomżyński,mazowieckie,mała,53.1890081820001015,21.8544184839998579
Kotlice_wsl_snd,,Kotlice,wieś,s,wiślicki,sandomierskie,mała,50.563740001000042,20.7838952830000849
Pilchowice_opc_snd,Pilichowice,Pilchowice,wieś,s,opoczyński,sandomierskie,mała,51.2480545100000313,20.1384181950000389
Brudzyno_kcn_kls,Brudzyń,Brudzyno,wieś,s,kcyński,kaliskie,mała,52.7769808458959773,17.4589505837820127
Brolino_Koski_nur_maz,Brulino-Koski,Brolino-Koski,wieś,s,nurski,mazowieckie,mała,52.7757209180002533,22.3126559519999574
Konotopa_nkl_kls,,Konotopa,pustka,,nakielski,kaliskie,,,
Rudnicze_pzn_pzn,,Rudnicze,pustka,d,poznański,poznańskie,,,
Lipskie_nur_maz,Brulino Lipskie,Lipskie,wieś,s,nurski,mazowieckie,mała,52.7733330820002067,22.2936843119998969
Wola_Kozuchowska_wrk_maz,,Wola Kożuchowska,wieś,s,warecki,mazowieckie,mała,51.6300421420000717,20.8405837270001477
Brynica_Wietsza_kss_krk,Brynica Mokra,Brynica Więtsza,wieś,d,ksiąski,krakowskie,mała,50.6571153190000487,20.1791547920001193
Brzeg_srd_srd,,Brzeg,wieś,k,sieradzki,sieradzkie,mała,51.7541277120000913,18.6801992940000119
Brzemiona_swc_pmr,Brzemiona,Brzemiona,osada folwarczna,s,świecki,pomorskie,,53.5749520957497367,18.2557700168072969
Brzezie_bkj_bkj,Brzezie,Brzezie,wieś,s,brzeski kujawski,brzeskie kujawskie,duża,52.6874667158758001,18.8900098878053981
Brzezinki_rdm_snd,Brzezinki Stare,Brzezinki,wieś,k,radomski,sandomierskie,mała,51.3142658350000858,21.4810289950002193
Kacino_grc_maz,Kącin,Kącino,wieś,s,grójecki,mazowieckie,mała,51.8834999580000371,20.9443130230001024
Bratnicka_Wola_lub_lub,Bratnik,Bratnicka Wola,wieś,s,lubelski,lubelskie,mała,51.435473546000317,22.4842013110021206
Brzeziny_stz_snd,,Brzeziny,wieś,k,stężycki,sandomierskie,mała,51.6244896180000765,21.8309899390004638
Myszyno_rac_plc,,Myszyno,wieś,s,raciąski,płockie,mała,52.7793992296908456,19.991243634586219
Slasy_wrs_maz,Szlasy Bure,Ślasy,wieś,s,warszawski,mazowieckie,,,
Drwaly_wsg_maz,,Drwały,wieś,d,wyszogrodzki,mazowieckie,duża,52.3968632900000699,20.1116524050001253
Pogwizdow_stz_snd,Poizdów,Pogwizdów,wieś,s,stężycki,sandomierskie,mała,51.6280906280002725,22.3605609850014382
Brzezno_czl_pmr,Brzeźno,Brzeźno,wieś,k,człuchowski,pomorskie,mała,53.6668921873452476,17.4782182631205139
Buk_kss_krk,,Buk,wieś,s,ksiąski,krakowskie,mała,50.3416225840000138,19.8643937410000824
Tupadly_inw_inw,Tupadły,Tupadły,wieś,s,inowrocławski,inowrocławskie,mała,52.7355811604974107,18.265593605283204
Brzoski_mlb_mlb,Brzózki,Brzoski,wieś,k,malborski,malborskie,mała,54.1722087310367044,19.0200502217539515
Brzusce_tcz_pmr,Brzuśce,Brzuśce,wieś,d,tczewski,pomorskie,mała,54.0067665141164213,18.7263593916610986
Budzislaw_bdz_gzn_kls,Budzisław Kościelny,Budzisław,wieś,s,gnieźnieński,kaliskie,mała,52.4367382658965724,18.0814309666911761
Kedzierz_plz_snd,,Kędzierz,wieś,s,pilzneński,sandomierskie,mała,50.083003274000049,21.4317335700004747
Boianki_drh_pdl,Bujenka,Bojanka,wieś,s,drohicki,podlaskie,mała,52.6944770465587453,22.5608456634171368
Bukowa_ptr_srd,,Bukowa,wieś,s,piotrkowski,sieradzkie,mała,51.3061789610000361,19.4631776460000445
Bukowo_mlb_mlb,Bukowo,Buchwalde,wieś,s,malborski,malborskie,mała,53.9744159580555305,19.2084415653608467
Bolowice_sls_krk,Bulowice - część,Bolowice,wieś,s,śląski,krakowskie,mała,49.8802033290000182,19.2753766920000515
Bystrzyca_urz_lub,,Bystrzyca,wieś,ds,urzędowski,lubelskie,duża,50.9765063080002818,22.4020695620025769
Nowe_I_chom_kcn_kls,,Nowe I,pustka,s,kcyński,kaliskie,,,
Obidzino_Suwaly_cch_maz,Obiedzino-Suwały,Obidzino-Suwały,wieś,s,ciechanowski,mazowieckie,mała,52.8483060820000574,20.8384205200000636
Sosnowka_chl_chl,Sosnówka,Sosnówka,wieś,m,chełmiński,chełmińskie,mała,53.4132171296879577,18.6256663054420315
Meirzejewo_Tomasze_osl_maz,Tomasze,Mierzejewo-Tomasze,wieś,s,ostrołęcki,mazowieckie,mała,52.9690847890000853,21.655269571999991
Tulice_Mlyn_mlb_mlb,Tulice Małe (Tulice-część),Tilendorf,osada młyńska,k,malborski,malborskie,,53.9084245743751893,19.2188708037345286
Bartodzieje_kam_maz,,Bartodzieje,wieś,d,kamieniecki,mazowieckie,mała,52.69205379400006,21.1915567840000705
Bartniki_prz_maz,,Bartniki,wieś,s,przasnyski,mazowieckie,duża,53.0449646910000681,20.9302530700000808
Przikuthi_pzd_kls,Janowo,Przykuty,wieś,d,pyzdrski,kaliskie,mała,52.25284234005494,17.3053768084266473
Malawies_pzd_kls,Targowa Górka – część,Maławieś,wieś,s,pyzdrski,kaliskie,mała,52.2974875215314938,17.4237764528997445
Biala_Gora_mlb_mlb,Biała Góra,Weissenberg,przewóz,k,malborski,malborskie,,53.9143344761205014,18.8908939291416331
Biszkowi_nkl_kls,Byszki,Byszkowy,osada folwarczna,s,nakielski,kaliskie,,53.0870458297064332,16.7645830183272437
Szamarzewo_ksc_pzn,,Szamarzewo,wieś,s,kościański,poznańskie,,,
Czaczow_kss_krk,Caców,Czaczów,wieś,d,ksiąski,krakowskie,mała,50.7007784280000422,20.200302252000025
Czekanow_ptr_srd,Cekanów,Czekanów,wieś,d,piotrkowski,sieradzkie,mała,51.3191324380000751,19.6933393860000123
Wilkowo_kcn_kls,,Wilkowo,pustka,s,kcyński,kaliskie,,,
Kikoly_mlb_mlb,Kadyny,Kickelhof,osada młyńska,k,malborski,malborskie,,54.2972840173299147,19.4979814063544197
Rozany_mlb_mlb,Rozgart,Rosengarten,wieś,k,malborski,malborskie,mała,54.0489321104931122,19.3039371132517452
Biesiekiery_zm_lcz_lcz,Besiekiery,Biesiekiery-zamek,zamek,s,łęczycki,łęczyckie,,52.1490085091297288,18.9671418634202098
Czartoszowy_chc_snd,,Czartoszowy,wieś,s,chęciński,sandomierskie,mała,50.9100631610000107,20.2481116330000965
Bartodzieje_bck_rds_srd,,Bartodzieje,wieś,s,radomszczański,sieradzkie,mała,51.1697920140000519,19.7249772590000774
Bobry_kls_kls,,Bobry,wieś,s,kaliski,kaliskie,mała,51.7976096911550741,17.8865365616347418
Rogale_Ruda_luk_lub,Rogale,Rogale Ruda,wieś,s,łukowski,lubelskie,mała,51.9925952560003779,22.52561912400121
Placzkowice_snd_snd,,Płaczkowice,wieś,s,sandomierski,sandomierskie,mała,50.6929656850000754,21.401633724000348
Sobieszczki_zkr_maz,Sobieski,Sobieszczki,wieś,k,zakroczymski,mazowieckie,mała,52.6348334770000577,20.5442201650000662
Zlothkowy_knn_kls,Złotkowy,Złotkowy,wieś,s,koniński,kaliskie,mała,52.0540138962165742,18.1941378315373257
Kijow_pzd_kls,Kijewo,Kijewo,wieś,s,pyzdrski,kaliskie,mała,52.206152301685961,17.2853373930570342
Szydlow_zm_wsl_snd,,Szydłów-zamek,zamek,k,wiślicki,sandomierskie,,50.5913719249985334,20.9908073672315361
Czekowo_kls_kls,Ceków,Czekowo,wieś,k,kaliski,kaliskie,mała,51.891163492019281,18.2988947136393669
Cerekwica_pzn_pzn,Cerekwica,Cerkwica,wieś,s,poznański,poznańskie,mała,52.5198684102846016,16.6926048377149208
Charbice_I_lcz_lcz,"Charbice Górne, Charbice Dolne",Charbice I,wieś,s,łęczycki,łęczyckie,mała,51.7897082360000951,19.1416049380000786
Chartlupia_Wielka_srd_srd,Charłupia Wielka,Chartłupia Wielka,wieś,s,sieradzki,sieradzkie,mała,51.5701226560000947,18.6248271890000261
Chadzyno_Krosze_rac_plc,Chądzyno-Krusze,Chądzyno-Krosze,wieś,s,raciąski,płockie,mała,52.9002099337415999,20.153818827477096
Sachocino_Niemierzyce_wsg_maz,Jasień,Sąchocino-Niemierzyce,wieś,s,wyszogrodzki,mazowieckie,mała,52.592662396000037,19.9821057380000902
Mamino_Chelchy_Wszebory_roz_maz,Chełchy-Sebory,Mamino-Chełchy-Wszebory,wieś,s,rożański,mazowieckie,mała,53.0107753540000388,21.3329592410000934
Checiny_stz_snd,,Chęciny,wieś,s,stężycki,sandomierskie,mała,51.8683572790001008,21.7404885510003254
Hynkow_wsl_snd,Chinków,Hynków,wieś,s,wiślicki,sandomierskie,mała,50.3559591640000619,20.8498059800000881
Topola_Katowa_lcz_lcz,,Topola Katowa,wieś,s,łęczycki,łęczyckie,duża,52.0277433570000909,19.170794988000079
Dambrowa_dbn_pzd_kls,,Dąbrowa,pustka,s,pyzdrski,kaliskie,,,
Gzin_chl_chl,Gzin,Gzin,wieś,s,chełmiński,chełmińskie,mała,53.202909270661614,18.3160388444559921
Konin_lww_pzn_pzn,Konin,Konino,wieś,s,poznański,poznańskie,duża,52.4774573298372005,16.1786879348884405
Zakrzewo_Male_prz_maz,,Zakrzewo Małe,wieś,s,przasnyski,mazowieckie,mała,53.0016949040000256,20.5522214820000144
Warszewo_kls_kls,Warszew,Warszewo,wieś,d,kaliski,kaliskie,mała,51.7495939691760043,18.2921760375015197
Momotki_drh_pdl,Mołomotki,Momotki,wieś,s,drohicki,podlaskie,mała,52.3874624421521133,22.4396783223097422
Chlebow_raw_raw,,Chlebów,wieś,d,rawski,rawskie,mała,51.9271045750000511,19.9472347710000797
Wasosze_Chmielewskie_mla_plc,Chmielewko-Wąsosze,Wąsosze Chmielewskie,wieś,s,mławski,płockie,mała,53.1757364997398625,20.5113252646494146
Wojciechow_zm_lub_lub,,Wojciechów-zamek,zamek,s,lubelski,lubelskie,,51.2359563607813016,22.2539956374348549
Wszerzecz_lom_maz,,Wszerzecz,wieś,d,łomżyński,mazowieckie,mała,53.1100802360001154,21.9301639669998529
Doktorowo_ksc_pzn,Grodzisk Wielkopolski – część,Doktorowo,wieś,s,kościański,poznańskie,duża,52.2270126464663562,16.3582168422101901
Chmielewo_nur_maz,,Chmielewo,wieś,d,nurski,mazowieckie,duża,52.7860445880001237,22.0652973649999851
Igly_czl_pmr,Igły,Tunkiel,osada folwarczna,m,człuchowski,pomorskie,,53.7173564396682224,17.5803008359067405
Chmielewo_Male_mla_plc,,Chmielewo Małe,wieś,s,mławski,płockie,mała,53.2022549761863672,20.5728567441435999
Chmielow_prs_krk,,Chmielów,wieś,s,proszowicki,krakowskie,mała,50.3698632960000978,20.3389814210000708
Chociw_Wielki_raw_raw,Chociw,Chociw Wielki,wieś,s,rawski,rawskie,mała,51.677408193000069,20.2603184980000783
Chotkowo_Wielkie_prz_maz,Chodkowo Wielkie,Chotkowo Wielkie,wieś,s,przasnyski,mazowieckie,mała,53.0248027810000977,21.0476102870000297
Chodkowo_wrk_maz,Chodków,Chodkowo,wieś,s,warecki,mazowieckie,mała,51.6695879080000466,21.3855225120001933
Baki_bln_maz,,Bąki,wieś,d,błoński,mazowieckie,mała,52.1886456710000814,20.8271055220001244
Chodorowa_bck_krk,,Chodorowa,wieś,d,biecki,krakowskie,mała,49.6583232760000328,20.9239937580001367
Chojno_kls_kls,Chojno,Chojno,wieś,s,kaliski,kaliskie,mała,51.6631920672807965,18.3532519048411054
Chojny_Smisze_lom_maz,Chojny Młode,Chojny-Śmisze,wieś,s,łomżyński,mazowieckie,mała,53.1565115510000865,21.931670142999895
Sucha_sls_krk,Sucha Beskidzka,Sucha,wieś,s,śląski,krakowskie,mała,49.7426347910000715,19.5990190810000655
Koscianowo_kls_kls,,Kościanowo,pustka,s,kaliski,kaliskie,,,
Biedrzyce_Falki_roz_maz,,Biedrzyce-Falki,wieś,s,rożański,mazowieckie,mała,52.9595433650000302,21.2796717550000345
Osowa_Wola_tar_maz,,Osowa Wola,wieś,s,tarczyński,mazowieckie,,,
Luczilino_knn_kls,Łuczywno,Łuczylino,wieś,s,koniński,kaliskie,mała,52.2917692558003822,18.5072492999411686
Nowodwor_stz_snd,,Nowodwór,miasto,s,stężycki,sandomierskie,miasteczko,51.6420479750001888,22.1018456180008549
Palendzie_minor_gzn_kls,Palędzie Dolne,Palędzie Małe,wieś,s,gnieźnieński,kaliskie,mała,52.6559762589001181,17.8292639266622253
Chomec_rac_plc,Chomęc,Chomęc,wieś,s,raciąski,płockie,mała,52.8648769222323125,20.0450649213091978
Chomecice_pzn_pzn,Chomęcice,Chomęcice,wieś,s,poznański,poznańskie,mała,52.331249060710384,16.7457704142044008
Chomiaza_spirituale_gzn_kls,Chomiąża Księża,Chomiąża,wieś,d,gnieźnieński,kaliskie,mała,52.8239005872769383,17.8524627157259097
Bialoblotki_chl_chl,Białobłoty,Białobłotki,wieś,s,chełmiński,chełmińskie,mała,53.395532768965225,19.1002797830393689
Trudna_nkl_kls,Trudna,Trudna,wieś,s,nakielski,kaliskie,mała,53.538682805968314,17.0920836728348426
Borsukowka_blk_pdl,Borsukówka,Borsukówka,wieś,k,bielski,podlaskie,mała,53.2380463531171841,22.9341042275027611
Chorzow_rds_srd,Chorzew,Chorzów,wieś,s,radomszczański,sieradzkie,mała,51.205297802000068,18.9584485110000394
Ostaszow_lub_lub,,Ostaszów,wieś,s,lubelski,lubelskie,mała,51.4554391509593643,22.1910123146410072
Beszowka_wsl_snd,,Beszówka,wieś,d,wiślicki,sandomierskie,mała,50.4293254230000727,21.1114371050001672
Chotel_prd_bkj,Chotel,Chotel,wieś,d,przedecki,brzeskie kujawskie,mała,52.4091638441121859,18.8133301610923844
Swierczynsko_Wielkie_ptr_srd,Świerczyńsko,Świerczyńsko Wielkie,wieś,s,piotrkowski,sieradzkie,mała,51.2839138130000194,19.5815046970000459
Chodaki_szd_srd,,Chodaki,wieś,s,szadkowski,sieradzkie,mała,51.7879268420000187,18.9259342490000328
Krosnino_pzn_pzn,Krosin,Krośnino,wieś,s,poznański,poznańskie,mała,52.7916886757506632,16.6716075410726745
Zagroby_rdz_maz,,Zagroby,wieś,s,radziłowski,mazowieckie,mała,53.3560804440002485,22.3732232169992287
Dzielna_opc_snd,,Dzielna,wieś,d,opoczyński,sandomierskie,mała,51.375945659000088,20.3456490550000204
Zakrzow_plz_snd,,Zakrzów,wieś,s,pilzneński,sandomierskie,mała,49.972776896000056,20.8607081520000825
Paprotna_szd_srd,Paprotnia,Paprotna,wieś,s,szadkowski,sieradzkie,mała,51.5713395330000921,18.938101739000011
Chrosno_bld_lcz_lcz,,Chrośno,wieś,s,łęczycki,łęczyckie,mała,51.8525299920000151,19.2093632830000338
Mojkowice_zm_ptr_srd,Majkowice,Mojkowice-zamek,zamek,s,piotrkowski,sieradzkie,,51.1692225383477677,19.8735156979426932
Kosakowo_pck_pmr,Kosakowo,Kosakowo,wieś,d,pucki,pomorskie,mała,54.5883559839857426,18.4941463582605579
Ruda_Weslowa_roz_maz,,Ruda Weslowa,wieś,k,rożański,mazowieckie,mała,53.1347986810000492,21.3796565680000299
Cherowa_bck_krk,Chyrowa,Cherowa,wieś,s,biecki,krakowskie,mała,49.5226432680001167,21.6190413720008543
Ciechanki_lcz_lub_lub,Ciechanki Łęczyńskie,Ciechanki,wieś,s,lubelski,lubelskie,mała,51.2816756900007675,22.8638575630047889
Kursztyn_tcz_pmr,Kursztyn,Kursztyno,wieś,k,tczewski,pomorskie,mała,53.8783967603539011,18.7593074047804862
Sierakowice_mrw_pmr,Sierakowice,Sierakowice,osada folwarczna,s,mirachowski,pomorskie,,54.3455405349581113,17.8949085636448011
Pedzichow_prs_krk,Kraków-Kleparz - część,Pędzichów,wieś,d,proszowicki,krakowskie,mała,50.0771908930001146,19.9392735870000948
Cieleszynek_swc_pmr,Cieleszynek,Cieleszynko,wieś,s,świecki,pomorskie,mała,53.2823607518188496,18.2538112827286021
Ponikwoda_lub_lub,,Ponikwoda,wieś,m,lubelski,lubelskie,mała,51.267429679000422,22.5915307720030469
Trzesacz_bdg_inw,Trzęsacz,Trzęsacz,osada folwarczna,d,bydgoski,inowrocławskie,,53.2366158082825294,18.2179311761966964
Dabrowa_Tworki_drh_pdl,Dąbrowa-Tworki,Długa Dąbrowa-Tworki,wieś,s,drohicki,podlaskie,mała,52.8118708760802704,22.4811215007497829
Cimianka_was_maz,Ciemianka,Cimianka,wieś,s,wąsoski,mazowieckie,mała,53.4690030520002182,22.2369192139993608
Cierpigorz_szr_plc,,Cierpigórz,wieś,s,szreński,płockie,mała,53.0658684396769047,19.9462751544749892
Stezyca_Szlachecka_mrw_pmr,Stężyca,Stężyca Mała,wieś,s,mirachowski,pomorskie,mała,54.2072394045322596,17.9530876418006429
Ciesle_rgz_pzn_pzn,Cieśle,Cieśle,osada folwarczna,k,poznański,poznańskie,,52.7676250198622583,17.0160363385167166
Cisiec_sls_krk,,Cisiec,wieś,s,śląski,krakowskie,mała,49.5870775280000657,19.1029014620000765
Cisowka_wrs_maz,,Cisówka,wieś,k,warszawski,mazowieckie,mała,52.2955022430000582,21.4531211720001203
Ciszyca_snd_snd,,Ciszyca,wieś,d,sandomierski,sandomierskie,mała,50.5847988610001096,21.6325482080006033
Czachory_kls_kls,Czachory,Czachory,wieś,s,kaliski,kaliskie,mała,51.7290837686376364,17.9227274307477877
Kolaki_Czachy_zmb_maz,Czachy-Kołaki,Kołaki-Czachy,wieś,s,zambrowski,mazowieckie,duża,53.0329526950002901,22.3722809599995536
Czajecice_snd_snd,,Czajęcice,wieś,s,sandomierski,sandomierskie,mała,50.8841041150000777,21.18910491800019
Czapelsko_gdn_pmr,Czapielsk,Czepielsk,wieś,s,gdański,pomorskie,mała,54.2627933036221251,18.4133333746122929
Kaliska_tul_knn_kls,,Kaliska,wieś,s,koniński,kaliskie,mała,52.1033986227466812,18.3575054747276134
Czarnostowo_mak_maz,Czarnostów,Czarnostowo,wieś,d,makowski,mazowieckie,duża,52.8064747900000526,21.003086762000045
Czarnoszyce_czl_pmr,Czarnoszyce,Czarnice,wieś,s,człuchowski,pomorskie,mała,53.7442409815762758,17.4435437612644257
Piwonia_stz_snd,Głusiec - część,Piwonia,wieś,d,stężycki,sandomierskie,mała,51.5676847650001093,21.784008174000455
Czarnoty_cch_maz,,Czarnoty,wieś,s,ciechanowski,mazowieckie,mała,52.6861583190000431,20.6443728610001216
Olsczyce_pzd_kls,,Olszyce,pustka,s,pyzdrski,kaliskie,,,
Piaczyno_gzn_kls,,Piącino,pustka,d,gnieźnieński,kaliskie,,,
Pienki_pzd_kls,,Pienki,pustka,s,pyzdrski,kaliskie,,,
Parzyce_lcz_lcz,,Parzyce,wieś,k,łęczycki,łęczyckie,mała,52.0055327650000478,19.2699931640000663
Pagow_rds_srd,,Pągów,wieś,s,radomszczański,sieradzkie,mała,50.9046653160000346,19.7013777200000426
Pelczyce_I_snd_snd,"Pełczyce Górne, Pełczyce Dolne",Pełczyce I,wieś,s,sandomierski,sandomierskie,mała,50.646152341000068,21.3755895560002998
Pasek_gos_raw,,Pasek,osada młyńska,s,gostyniński,rawskie,,52.391739280000067,19.5383501370000268
Zadzim_szd_srd,,Zadzim,wieś,s,szadkowski,sieradzkie,mała,51.7743418880000164,18.8529101000000487
Czarnowaz_liw_maz,,Czarnowąż,wieś,s,liwski,mazowieckie,mała,52.2231215100001478,22.0665090190003674
Czarnowo_nmo_maz,Czarnowo,Czarnowo,wieś,d,nowomiejski,mazowieckie,mała,52.4752707299999912,20.7736151430001179
Czarnowo_was_maz,,Czarnowo,wieś,s,wąsoski,mazowieckie,mała,53.5594783150001845,22.2114194749992784
Kuznica_Przygocka_kls_kls,,Kuźnica Przygocka,osada kuźnicza,s,kaliski,kaliskie,,,
Dybowo_drh_pdl,Dybów,Dybowo,wieś,s,drohicki,podlaskie,mała,52.5128056108897923,22.1833517531929303
Piatkowo_plu_chl_chl,Piątkowo,Piątkowo,wieś,s,chełmiński,chełmińskie,mała,53.1888071266001461,18.98062316625699
Pechowo_bdg_inw,Pęchowo,Pęchowo,wieś,s,bydgoski,inowrocławskie,mała,52.9283750016859926,18.0695364489551089
Plumwerder_wlc_pzn,Piaseczno,Plumward,wieś,s,wałecki,poznańskie,mała,53.5808922870857103,16.1298374297704363
Nowa_Karczma_prz_gdn_pmr,Nowa Karczma,Neukrug,wieś,m,gdański,pomorskie,mała,54.4361852883341228,19.6173286119897021
Czarnow_Wietszy_chc_snd,Kielce-Czarnów - część,Czarnów Więtszy,wieś,d,chęciński,sandomierskie,mała,50.8767775850000774,20.6048023420000845
Czarny_Mlyn_pck_pmr,Czarny Młyn,Czarnowo,osada młyńska,k,pucki,pomorskie,,54.808557419935461,18.3006858250156341
Grochowo_tch_pmr,Grochowo,Grochowo,wieś,s,tucholski,pomorskie,mała,53.6472511469648836,17.7413193928978679
Zalesie_ckc_tch_pmr,Zalesie,Zalesie,osada folwarczna,s,tucholski,pomorskie,,53.6150408532266027,18.0132787378666741
Pechorzowo_Borowe_srd_srd,Pęcherzewek,Pęchorzowo Borowe,wieś,s,sieradzki,sieradzkie,mała,52.0375187120000504,18.5930963640000328
Piaski_lcz_lcz,,Piaski,wieś,s,łęczycki,łęczyckie,mała,52.100701919000052,19.0023921500000057
Czatolin_sch_raw,,Czatolin,wieś,d,sochaczewski,rawskie,mała,51.9853397980000125,19.8776245510000606
Peszyno_bls_plc,Pęszyno Duże - część,Pęszyno,wieś,s,bielski,płockie,mała,52.6813495869140738,19.6947731333735589
Zabawa_scz_krk,,Zabawa,wieś,s,szczyrzycki,krakowskie,mała,49.9936316120000654,20.0898055080000617
