id,name,type,relig_type,relig,source,dist,lp_w,lp_o,cdnts
14548,Wiszenka Wielka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 384; Kołbuk 1998, s. 250.",rus,6,4334,"[23.68351763606239, 50.03671133623976]"
14549,Zamch,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 408; Kołbuk 1998, s. 268.",rus,6,4386,"[23.020566235051774, 50.32233668633768]"
14550,Semerówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 324; Kołbuk 1998, s. 250.",rus,6,4124,"[23.327835420040685, 50.0102946734342]"
14552,Kurniki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 211; Kołbuk 1998, s. 250.",rus,6,3764,"[23.516041499973937, 50.01585607636679]"
14555,Potylicz,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 364.",beł,1,6430,"[23.554773766431822, 50.21154793300752]"
14557,Rzyczki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 364.",beł,1,6460,"[23.64751299443361, 50.275156476519555]"
14558,Rawa Ruska,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 528.",beł,1,24574,"[23.607144154337277, 50.24387358671004]"
14594,Potok,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 293; Kołbuk 1998, s. 268 (Potok).",rus,6,4026,"[22.56022944323564, 50.38300785254643]"
14596,Biszcza,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 82; Kołbuk 1998, s. 268.",rus,6,3360,"[22.64805452925509, 50.40730004422426]"
14597,Różaniec,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 312; Kołbuk 1998, s. 268.",rus,6,4093,"[22.816215740087102, 50.330953155451596]"
14598,Korchów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 193; Kołbuk 1998, s. 268; http://student.wszia.edu.pl/~mariuszz/Html/Miejsc_klm.htm (4.09.2003, Korchów Pierwszy)",rus,6,3697,"[22.784898267748247, 50.37736859350713]"
