id,name,type,relig_type,relig,source,dist,lp_w,lp_o,cdnts
2966,Turopin,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 323.",woł,6,12688,"[24.4543198726073, 50.983754277439516]"
2967,Ossa,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 321.",woł,6,12293,"[24.553960023919217, 50.963101909112936]"
2956,Poczajów Stary,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 287.",woł,6,12365,"[25.47761912646223, 50.017656798758594]"
2985,Czerniachów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 103; Socjografia, s. 118.",kij,6,19001,"[28.66953309413219, 50.44785382539925]"
2986,Sokołów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 138; Socjografia, s. 118.",kij,6,19662,"[28.076461487034464, 50.49260915545824]"
2994,Peczanówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 129; Socjografia, s. 114 (Pieczanowka); Wizytacje generalne, s. 398.",kij,6,19499,"[27.804059273428322, 50.07044961710693]"
2995,Romanówka Mała,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 134; Socjografia, s. 114; Wizytacje generalne, s. 320.",kij,6,19589,"[27.963219326551098, 50.083603308850854]"
2451,Sokołowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 277.",maz,1,14888,"[21.31815912952817, 52.75833744279305]"
2996,Potyjówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 132; Socjografia, s. 151.",kij,6,19554,"[28.97429731383596, 50.612275682213124]"
2997,Modylów,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 124 (jako cerkiew parafialna, Demetriusz M); Pochilewicz, s. 181.",kij,6,19401,"[28.95981449068256, 50.56890453646099]"
2998,Nesołoń,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 126; Socjografia, s. 119.",kij,6,19434,"[27.92656426735175, 50.56089563941754]"
2999,Wydybor,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 148; Socjografia, s. 151 (Widybor).",kij,6,19854,"[28.829469083201218, 50.54029803620523]"
3000,Słobodyszcze,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 134; Socjografia, s. 114; SG. X, s. 808; Wizytacje generalne, s. 335-336.",kij,6,19647,"[28.48331975083721, 50.01995641195225]"
3001,Tiutiunniki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 143; Socjografia, s. 115; Wizytacje generalne, s. 266-267.",kij,6,19758,"[28.240251050314612, 50.022077974672584]"
3003,Jasnogród,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 111 (Demetriusz M); Socjografia, s. 113; Wizytacje generalne, s. 323.",kij,6,19153,"[28.00517364980135, 50.1667685883524]"
3004,Didkowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 104; Socjografia, s. 113; Wizytacje generalne, s. 304-305.",kij,6,19027,"[28.13703009545833, 50.1022730651066]"
3169,Medynia Głogowska,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Budzyński, Ludność, II, s. 242; Litak 1996, s. 400 (Medynia).",rus,1,2874,"[22.145324344489666, 50.15629620455445]"
3180,Skierbieszów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 363.",rus,1,2968,"[23.373475575057796, 50.84730648075822]"
3181,Gorzków,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 363.",rus,1,2768,"[23.024210763655844, 50.94455012951829]"
3211,Dzibułki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 182.",rus,6,6228,"[24.142856197513083, 50.02699462576339]"
3212,Nahorce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 183 (d); Skoczylas, Oficjalat Lwów, s. 130.",rus,6,6121,"[24.11482311217776, 50.01163363713141]"
3213,Bojaniec,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199 (rus, Michał A); Janeczek, Osadnictwo, mapa 10; Jabłonowski, Ziemie ruskie, nr 2; Skoczylas, Oficjalat Lwów, s. 155; Budzyński, Kresy, s. 18 (na mapie  w diec. Chełm, dek. Uhnów).",beł,6,5234,"[24.10753450912722, 50.166315218533725]"
3214,Lubella,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199 (rus); Jabłonowski, Ziemie ruskie, nr 2; Skoczylas, Oficjalat Lwów, s. 156; Budzyński, Kresy, mapa 23.",beł,6,5339,"[23.9583984926972, 50.20382460937924]"
3215,Smereków,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199 (Michał A); Skoczylas, Oficjalat Lwów, s. 157.",rus,6,5327,"[24.05258966082681, 50.018778283006725]"
3216,Wiązowa,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199 (Sobór NMP); Skoczylas, Niedatowanyj rejestr, s. 548; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 157.",rus,6,5324,"[23.996523489256845, 50.11523100142443]"
3217,Mokrotyn,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199.",rus,6,5342,"[23.952231213815537, 50.0148487277753]"
3218,Glińsko,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199; Duh, Pawlyszyn, Spis parafii 1782 r. (Glińsko Dolne); Skoczylas, Oficjalat Lwów, s. 156.",rus,6,5215,"[23.90121099695847, 50.060931692771874]"
3219,Skwarzawa Nowa,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199 (NarNMP); Skoczylas, Niedatowanyj rejestr, s. 548; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 157.",rus,6,5337,"[23.89616504134625, 50.040212219733405]"
10386,Kosocice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 229 (Kossocice).",kr,1,7536,"[19.98934610878299, 49.99475069771618]"
3220,Skwarzawa Stara,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 199 (Sobór NMP); Skoczylas, Niedatowanyj rejestr, s. 548; Duh, Pawlyszyn, Spis parafii 1782 r. (Michał A); Skoczylas, Oficjalat Lwów, s. 157.",rus,6,5335,"[23.953913198719818, 50.0412839166147]"
10361,Sobolów,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 255.",kr,1,7740,"[20.340251429126994, 49.90783135071977]"
877,Jabłonówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 110; Socjografia, s. 153.",kij,6,19133,"[30.689637898614762, 49.181050384221635]"
878,Krasiłówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Socjografia, s. 154; Kołbuk 1998, s.  339 (jako cerkiew prawosławna).",kij,6,19933,"[30.353556228155924, 49.297370847568914]"
879,Hejsycha,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 106; Socjografia, s. 153 (Hejsys).",kij,6,19067,"[30.29960953917447, 49.336952116290604]"
880,Stanisławczyk,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 139; Socjografia, s. 153 (Bratczykowka).",kij,6,19672,"[30.38083961076859, 49.33008597785721]"
881,Stawiszcze,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 139; Socjografia, s. 154.",kij,6,19682,"[30.189855930681063, 49.38138007154714]"
10362,Jakubkowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 238.",kr,1,7508,"[20.622815934688557, 49.740889613971895]"
10363,Biegonice,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239 (""de argilla"").",kr,1,7843,"[20.66439975255625, 49.58319119199347]"
10364,Pogwizdów,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 255.",kr,1,7672,"[20.401337630910835, 49.92086432811595]"
10365,Złota,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 255.",kr,1,7827,"[20.698421572633933, 49.87418984847884]"
10366,Wojakowa,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 255.",kr,1,7806,"[20.56235230683862, 49.80411993037288]"
10367,Wiśnicz Nowy,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 255.",kr,1,7799,"[20.464624787914108, 49.914708002520186]"
10368,Iwkowa,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 256.",kr,1,7873,"[20.593158414638534, 49.81382271802503]"
10369,Lipnica Murowana,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 256.",kr,1,7936,"[20.521892414922515, 49.86202587325692]"
10370,Jurków,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 256.",kr,1,8072,"[20.687983355110262, 49.850661511004475]"
10371,Gnojnik,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 255.",kr,1,7479,"[20.607607747594603, 49.895789039537824]"
10372,Korabniki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 228.",kr,1,8082,"[19.85168054293452, 49.97471597181021]"
10373,Nowy Targ,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 240.",kr,1,7970,"[20.02702035673676, 49.486950570845735]"
10374,Ostrowsko,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239.",kr,1,7649,"[20.09876495350978, 49.475792141033764]"
10380,Sułkowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 228.",kr,1,7752,"[19.801701316148705, 49.84138718016817]"
10381,Krościenko,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239.",kr,1,7556,"[20.42944127371162, 49.44091833416462]"
10382,Pobiedr,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 228.",kr,1,7988,"[19.712813935504887, 49.94283605737758]"
2513,Dębnica,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 168 (Dębnice).",gn,1,13937,"[17.471320313289542, 52.57256477887752]"
10383,Wola Radziszowska,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 228.",kr,1,7808,"[19.7860728518235, 49.90702997310251]"
10384,Zebrzydowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 228.",kr,1,7823,"[19.68064229815005, 49.88297876632114]"
10385,Siepraw,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 219.",kr,1,7999,"[19.96374023473313, 49.90717842489614]"
10387,Siepraw,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 218.",kr,1,7727,"[19.964754576792128, 49.91254501694494]"
10388,Gruszki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 229.",kr,1,8058,"[20.229905208702945, 49.99804822972886]"
10389,Łazany,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 229.",kr,1,7586,"[20.15354751127323, 49.94787887708732]"
10390,Brzezie,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 229.",kr,1,7431,"[20.232024571766303, 49.98377339960964]"
10394,Krzeszów,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 231, 515 (z konwentu w Suchej Beskidzkiej).",kr,1,8086,"[19.487668507893986, 49.756872343884545]"
10395,Milówka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 232.",kr,1,7948,"[19.086525902278574, 49.56079025820971]"
10396,Zembrzyce,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 231.",kr,1,8028,"[19.64357175894046, 49.80742578196456]"
10397,Jawiszowice,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 224.",kr,1,7875,"[19.13528504108845, 49.957366129162125]"
10398,Witkowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 224.",kr,1,7802,"[19.278284737259256, 49.9132507822269]"
10399,Wieprz,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 230.",kr,1,7792,"[19.365236828975497, 49.89146196214287]"
10400,Stryszów,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 230.",kr,1,7748,"[19.630950347567193, 49.82645897081663]"
3099,Kołowerta,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 279.",woł,6,11896,"[26.943750466882022, 50.68579610616911]"
3449,Warszawa,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 538.",maz,1,23066,"[21.017538284264276, 52.24124109043123]"
3450,Warszawa,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 303.",maz,1,14805,"[21.01742043350822, 52.23873255573693]"
3451,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 512.",rus,1,24005,"[24.029432142854034, 49.84158799591239]"
3452,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 518.",rus,1,24013,"[24.04226088526707, 49.84149052469286]"
3453,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 530.",rus,1,24004,"[24.03143320541568, 49.833854962304144]"
10488,Dukla,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 257.",kr,1,7467,"[21.68284984691964, 49.556092764083616]"
10489,Kobylany,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 257.",kr,1,7531,"[21.644704857260262, 49.61099661058725]"
3454,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 535.",rus,1,23999,"[24.02528570442405, 49.83612499949419]"
10491,Łubienko,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 254.",kr,1,7593,"[21.571822460219053, 49.652700022769864]"
3455,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 377.",rus,1,3086,"[24.025093834069082, 49.843392069178094]"
3456,Lwów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 184; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 134 (przedmieście krakowskie).",rus,6,3812,"[24.02267147780759, 49.84257662241782]"
2539,Parlin,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 175.",gn,1,14008,"[17.901876192608384, 52.730710922873406]"
2540,Trląg,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 175.",gn,1,14042,"[18.092731024767648, 52.71159478002121]"
2541,Ludzisko,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 174.",in,1,13310,"[18.16774401046513, 52.72562294572782]"
2542,Siedlimowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 167.",brzkuj,1,13046,"[18.224141035147404, 52.488205322810806]"
2559,Markowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 336.",in,1,13314,"[18.214958346666, 52.706125674828165]"
2560,Świątkowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 175.",gn,1,14040,"[17.572673693020615, 52.81860767851556]"
2547,Barcin,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 174.",gn,1,13923,"[17.963332656991156, 52.858724548499424]"
10494,Łęki,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 243.",san,1,8544,"[21.674060871610106, 49.8009112542447]"
10495,Cieklin,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 254.",kr,1,7447,"[21.38997712167634, 49.64370814958722]"
10496,Szerzyny,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 253.",kr,1,7758,"[21.24496966218622, 49.808679759166914]"
10497,Gorlice,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 252.",kr,1,7485,"[21.158593797384086, 49.65783402447523]"
10498,Sieklówka Dolna,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 241 (Sieklówka).",san,1,8914,"[21.540352755924037, 49.80199706747078]"
10499,Mała,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 242.",san,1,8554,"[21.52051740845725, 49.966067013912344]"
10500,Brzyska,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 241.",kr,1,7434,"[21.386867959735834, 49.81840357534095]"
10501,Łączki Kucharskie,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 242.",san,1,8541,"[21.564985419148762, 49.99817459659159]"
10502,Pilzno,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 241.",san,1,8877,"[21.29263255836257, 49.97762838705873]"
10503,Stary Sącz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239.",kr,1,8009,"[20.655234869656802, 49.53894809866665]"
3457,Lwów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 184 (mk); Skoczylas, Oficjalat Lwów, s. 134 (przedmieście, informacja o patronacie wątpliwa).",rus,6,3808,"[24.031819762802172, 49.851971440358966]"
3458,Lwów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 134 (przedmieście krakowskie, informacja o patronacie wątpliwa).",rus,6,3818,"[24.040584466266807, 49.85435807285148]"
3459,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 351; Skoczylas, Oficjalat Lwów, s. 135.",rus,6,24017,"[24.037306274692753, 49.850133458156165]"
3460,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 532.",rus,1,24000,"[24.03258787374739, 49.84567566724502]"
10508,Krużlowa Wyżna,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 253 (Krużlowa).",kr,1,7558,"[20.883768523335817, 49.651679793842554]"
882,Krasnohorodka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 116; Socjografia, s. 154.",kij,6,19269,"[30.706379974288495, 49.370878918437484]"
883,Bojarka,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 98 (prawdopdobnie w dekanacie Stawiszcze); Pochilewicz, s. 391 (w 1741 r. w dekanacie Bohusław).",kij,6,18899,"[30.682196975593513, 49.3203926065861]"
10509,Bruśnik,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 253.",kr,1,7427,"[20.905109880993567, 49.74900999987858]"
3461,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 538.",rus,1,24002,"[24.038101818557152, 49.84489383894089]"
10511,Bobowa,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 253.",kr,1,7423,"[20.940254162729453, 49.70807442566704]"
3462,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 535.",rus,1,23998,"[24.036812488442706, 49.843906267340174]"
10513,Grybów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 254.",kr,1,7871,"[20.948160388029997, 49.625650233063276]"
10514,Łowczów,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 249.",san,1,8851,"[21.001430451399436, 49.913251923643415]"
3463,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 524.",rus,1,23989,"[24.048197001515007, 49.84518188099503]"
3464,Lwów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 509.",rus,1,23992,"[24.046962536339663, 49.83984624746199]"
3465,Lwów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Kresy, s. 380 (przedmieście krakowskie).",rus,6,24227,"[24.05372466278442, 49.8418351089216]"
3467,Lublin,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 512.",lub,1,23896,"[22.56853138256372, 51.238771460375574]"
3468,Lublin,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 495.",lub,1,23901,"[22.564858700683544, 51.238329634254455]"
3469,Kalinowszczyzna,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 491, dzielnica Kalinowszczyzna.",lub,1,23887,"[22.58809600560744, 51.2490025021138]"
3474,Przemyśl,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 534.",rus,1,24026,"[22.7674137010153, 49.781946548031215]"
3476,Przemyśl,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 509.",rus,1,24031,"[22.770650009363862, 49.78129567000781]"
3477,Kraków,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 534 (Kraków-Gródek, Św. Trójca);  Plan Kołłątajowski, 1785 r.",kr,1,22562,"[19.94320996961943, 50.06034929362437]"
3478,Kraków,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 220; Plan Kołłątajowski, 1785 r. (""z dworkiem oo. dominikanów"").",kr,1,7894,"[19.938089231783238, 50.054922345630416]"
3479,Kraków,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 221.",kr,1,7900,"[19.93875130636593, 50.055543040607915]"
3480,Kraków,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 503.",kr,1,22551,"[19.939434071650567, 50.058812037513576]"
3481,Kraków,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 220 (kłs, mk, Maciej Ap), 513 (jako dom zakonny męski jezuitów); Plan Kołłątajowski, 1785 r. (kościół pod rządem miasta); Kraków (http://www.jezuici.krakow.pl/cgi-bin/rjbo?b=enc&n=3257&q=0, 30.12.2004).",kr,1,7897,"[19.935896107311066, 50.06328104566836]"
3482,Kleparz,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 220.",kr,1,7546,"[19.94334445423567, 50.06681901000786]"
10531,Tropie,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 254.",kr,1,7771,"[20.65704341662249, 49.79573022966718]"
2601,Skórki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 169.",gn,1,14119,"[17.594021429440637, 52.75943044646662]"
884,Kahorlicka Słoboda,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 111; Socjografia, s. 128.",kij,6,19169,"[30.824802257539602, 49.905944974102965]"
885,Ostrów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 128; Socjografia, s. 109.",kij,6,19477,"[30.39113288738986, 49.673808909708555]"
2591,Dobrów,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 171 (Dobrów-Grodzisko, za wodą).",kal,1,13712,"[18.680622309096805, 52.13224849723224]"
10532,Rzezawa,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 256.",kr,1,7717,"[20.514085780534295, 49.98961435768399]"
10533,Biesiadki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 257.",kr,1,8034,"[20.661324413069014, 49.89372333138612]"
3483,Kraków,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 520 (Kraków-Piasek).",kr,1,22557,"[19.931914386905305, 50.06494748938866]"
3493,Wola Gułowska,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 520.",san,1,23872,"[22.2126194248371, 51.69955681963074]"
3494,Żelechów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"LB 1787, s. 72.",san,1,24312,"[21.894900025237575, 51.807830013662226]"
3472,Przemyśl,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 296-297 (na Zasaniu); Kołbuk 1998, s. 259.",rus,6,4035,"[22.762025882522835, 49.78679196922002]"
3475,Przemyśl,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 296-297 (na Podgórzu); Kołbuk 1998, s. 259.",rus,6,4039,"[22.77023417095137, 49.77901759917398]"
3495,Brzeżany,miasto,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 135; Skoczylas, Oficjalat Brzeżany, s. 59 (Monasterek Leśnicki).",rus,6,22521,"[24.91773122970494, 49.44492373886732]"
3496,Brzeżany,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 495.",rus,1,22522,"[24.921305145341933, 49.45889450064777]"
3498,Dobrzany,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 351.",rus,6,22529,"[23.950447244893837, 49.62095746725504]"
3499,Drohobycz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 521.",rus,1,22531,"[23.504316671754566, 49.35811639580339]"
3500,Fraga,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 495.",rus,1,22532,"[24.440061464474468, 49.4682408990908]"
3501,Gwoździec,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Halicz, s. 53 (Zieleniecka).",rus,6,24135,"[25.295855116853943, 48.5873676428389]"
3502,Sokulec,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 175, 351 (OpNMP, ponadto podaje parafię pod tym samym wezwaniem); Duh, Pawlyszyn, Spis parafii 1782 r.; wg Budzyńskiego przysiółek Kościelnik (Struktura, s. 135); Skoczylas, Oficjalat Brzeżany, s. 62.",rus,6,24082,"[25.408867702006944, 48.876565544302196]"
3503,Halicz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 504.",rus,1,9018,"[24.75815987794732, 49.112806286208865]"
3504,Jaworów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 504.",rus,1,23974,"[23.376821393849866, 49.938933433537045]"
3506,Kamionka Strumiłowa,miasto,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 353; SG. III, s. 783; Skoczylas, Oficjalat Lwów, s. 128.",rus,6,23976,"[24.339792022465076, 50.103904459549426]"
