"","id","name","type","relig_type","dist","lp_w","lp_o","cdnts","nl"
"585",9548,"Mirosławiec","miasto","świątynia główna","poz",4,2376,"[16.10838282045296, 53.34757485966668]","miroslawiec"
"586",9549,"Piła","miasto","świątynia główna","poz",4,2395,"[16.74512479572843, 53.1518301723533]","pila"
"587",9632,"Chwarzczenko","wieś","świątynia główna","pom",4,15574,"[18.134634517086113, 54.008017725982995]","chwarzczenko"
"588",9633,"Winnica","wieś","świątynia główna","pom",4,15429,"[18.626811677645833, 54.32202122228563]","winnica"
"589",9686,"Kazimierz","miasto","świątynia główna","lub",4,2232,"[21.957279736028113, 51.317667768820684]","kazimierz"
"590",9691,"Końskowola","miasto","świątynia główna","lub",4,2235,"[22.060159762399678, 51.405006351299846]","konskowola"
"591",9694,"Bobrowniki","miasto","świątynia główna","san",4,22480,"[21.936031156766205, 51.55009811386611]","bobrowniki"
"592",9700,"Kozienice","miasto","świątynia główna","san",4,2461,"[21.55794330095432, 51.58682732486477]","kozienice"
"593",9702,"Ryczywół","miasto","świątynia główna","san",4,2490,"[21.437326842822927, 51.68454600721191]","ryczywol"
"594",9735,"Lubartów","miasto","świątynia główna","lub",4,2239,"[22.61248262969559, 51.465502417710866]","lubartow"
"595",9748,"Bychawa","miasto","świątynia główna","lub",4,2222,"[22.54880804267168, 51.006519313292245]","bychawa"
"596",9750,"Głusk","miasto","świątynia główna","lub",4,2228,"[22.602867836686812, 51.18680194076808]","glusk"
"597",9751,"Parczew","miasto","świątynia główna","lub",4,2249,"[22.8964602329782, 51.63993177178611]","parczew"
"598",9759,"Hulewicze","miasto","świątynia główna","woł",4,22613,"[25.21932246232427, 51.25789137856833]","hulewicze"
"599",9763,"Kaszówka","miasto","świątynia główna","woł",4,22617,"[25.32270708479666, 51.16092124241567]","kaszowka"
"600",9769,"Rossosz","miasto","świątynia główna","podl",4,2115,"[23.15293993566644, 51.851461317089615]","rossosz"
"601",9800,"Jezierzany","miasto","świątynia główna","woł",4,22644,"[24.807703318100096, 51.01814624131555]","jezierzany"
"602",9840,"Stepań","miasto","świątynia główna","woł",4,22503,"[26.299894067448008, 51.13175985327325]","stepan"
"603",9848,"Janówka","miasto","świątynia główna","woł",4,22614,"[25.259028151349355, 51.09238946297694]","janowka"
"604",9863,"Leszno","miasto","świątynia główna","poz",4,2382,"[16.580350151070263, 51.83196939164151]","leszno"
"605",9864,"Wschowa","miasto","świątynia główna","poz",4,2428,"[16.31079964445155, 51.81100183252738]","wschowa"
"606",9868,"Sarnowa","miasto","świątynia główna","poz",4,2406,"[16.907194107951966, 51.62645061890487]","sarnowa"
"607",9869,"Rydzyna","miasto","świątynia główna","poz",4,2402,"[16.669295366059544, 51.79101418998482]","rydzyna"
"608",10688,"Zwiahel","miasto","świątynia główna","woł",4,22665,"[27.610838722247763, 50.58673376836174]","zwiahel"
"609",9915,"Ostrów","miasto","świątynia główna","kal",4,22844,"[17.829631977044585, 51.642995488546035]","ostrow"
"610",9919,"Krotoszyn","miasto","świątynia główna","kal",4,22842,"[17.44227349246927, 51.68572943226485]","krotoszyn"
"611",9923,"Kobylin","miasto","świątynia główna","kal",4,13871,"[17.216247628785993, 51.71811715537518]","kobylin"
"612",9934,"Kępno","miasto","świątynia główna","sier",4,2519,"[17.98933692758635, 51.275356488469185]","kepno"
"613",10072,"Nasielsk","miasto","świątynia główna","maz",4,2272,"[20.80793367031532, 52.576405472205295]","nasielsk"
"614",10073,"Drobin","miasto","świątynia główna","pł",4,2289,"[19.990917321541588, 52.72868085636435]","drobin"
"615",10074,"Sierpc","miasto","świątynia główna","pł",4,2652,"[19.67698616670299, 52.84690706762797]","sierpc"
"616",10420,"Byszów","wieś","świątynia główna","kij",4,2176,"[29.88435650262784, 50.25683848647833]","byszow"
"617",10075,"Żychlin","miasto","świątynia główna","łęcz",4,2439,"[19.617085502736757, 52.24391318212503]","zychlin"
"618",10081,"Przasnysz","miasto","świątynia pomocnicza","maz",4,24596,"[20.88137699899096, 53.010027770940724]","przasnysz"
"619",10108,"Sokoły","miasto","świątynia główna","podl",4,2322,"[22.704356092970272, 52.990954779371464]","sokoly"
"620",10117,"Ostrów Mazowiecka","miasto","świątynia główna","maz",4,2273,"[21.89698128394184, 52.79848702907793]","ostrow_mazowiecka"
"621",10118,"Kosów Lacki","miasto","świątynia główna","podl",4,2306,"[22.161207170125067, 52.59217032657557]","kosow_lacki"
"622",10119,"Siedlce","miasto","świątynia główna","lub",4,2255,"[22.291534705379718, 52.16634685135148]","siedlce"
"623",10120,"Maków Mazowiecki","miasto","świątynia główna","maz",4,2271,"[21.094421991846048, 52.859639854179136]","makow_mazowiecki"
"624",10121,"Skaryszew","miasto","świątynia pomocnicza","maz",4,2630,"[21.03130537028943, 52.24892679182176]","skaryszew"
"625",10133,"Konstantynów","wieś","świątynia główna","podl",4,2305,"[23.059712933382457, 52.21623012371538]","konstantynow"
"626",10244,"Izbica Kujawska","miasto","świątynia główna","brzkuj",4,2092,"[18.768361961322114, 52.41343064432169]","izbica_kujawska"
"627",10245,"Przedecz","miasto","świątynia główna","brzkuj",4,2096,"[18.913293130154955, 52.32531598650138]","przedecz"
"628",10246,"Brześć Kujawski","miasto","świątynia główna","brzkuj",4,2091,"[18.899606147642203, 52.59264772358091]","brzesc_kujawski"
"629",10267,"Kórnik","miasto","świątynia główna","kal",4,2156,"[17.089791103798007, 52.24874482030441]","kornik"
"630",10268,"Rychwał","miasto","świątynia główna","kal",4,22845,"[18.177898478041527, 52.069978576574385]","rychwal"
"631",10269,"Piotrków Kujawski","miasto","świątynia główna","brzkuj",4,2095,"[18.495504204235885, 52.545552112086796]","piotrkow_kujawski"
"632",10270,"Wilczyn","miasto","świątynia główna","gn",4,23312,"[18.187003716987192, 52.480892444584185]","wilczyn"
"633",10354,"Popowo Kościelne","wieś","świątynia pomocnicza","maz",4,2626,"[21.198542916243525, 52.52935911478011]","popowo_koscielne"
"634",10406,"Brusiłów","wieś","świątynia główna","kij",4,2175,"[29.52570687464504, 50.28205035274232]","brusilow"
"635",10410,"Makarów","wieś","świątynia główna","kij",4,2197,"[29.80420361288003, 50.461511482819276]","makarow"
"636",10417,"Jasnohorodka","miasto","świątynia główna","kij",4,2186,"[30.03000631969428, 50.35623833624601]","jasnohorodka"
"637",12560,"Machnówka","miasto","świątynia główna","kij",4,2196,"[28.672012220996123, 49.7158255397876]","machnowka"
"638",10554,"Demidówka","miasto","świątynia główna","woł",4,22608,"[25.328946224904428, 50.420385382098004]","demidowka"
"639",10557,"Werba","miasto","świątynia główna","woł",4,22659,"[25.607231872474074, 50.274505129050056]","werba"
"640",10585,"Beresteczko","miasto","świątynia główna","woł",4,22580,"[25.119599522124304, 50.36437058879562]","beresteczko"
"641",10586,"Strzemilcze","miasto","świątynia główna","beł",4,22413,"[25.04686577291892, 50.33575871599004]","strzemilcze"
"642",10587,"Radziwiłłów","miasto","świątynia główna","woł",4,22648,"[25.252417672182503, 50.13144576592151]","radziwillow"
"643",10589,"Ptycza","miasto","świątynia główna","woł",4,22646,"[25.611659143992767, 50.305937890875725]","ptycza"
"644",10599,"Łuck","miasto","świątynia główna","woł",4,22631,"[25.365760134051754, 50.73307308393686]","luck"
"645",10636,"Czerniachów","miasto","świątynia główna","kij",4,2181,"[28.6803952117221, 50.44554684945615]","czerniachow"
"646",10637,"Horoszki","miasto","świątynia główna","kij",4,2184,"[28.436359641991885, 50.58442679241858]","horoszki"
"647",10652,"Kotelnia","miasto","świątynia główna","kij",4,2190,"[28.97278685932031, 50.09378681242657]","kotelnia"
"648",10654,"Żytomierz","miasto","świątynia główna","kij",4,2214,"[28.6804384772056, 50.24102330155074]","zytomierz"
"649",10656,"Łabuń","miasto","świątynia główna","woł",4,22505,"[27.367527293810156, 50.009989816756104]","labun"
"650",10687,"Baranówka","miasto","świątynia główna","woł",4,22515,"[27.672390721324234, 50.29743900272126]","baranowka"
"651",10691,"Zasław","miasto","świątynia główna","woł",4,22664,"[26.812318982360182, 50.11834744543489]","zaslaw"
"652",10769,"Krasnobród","miasto","świątynia główna","rus",4,2682,"[23.21468463966869, 50.53764054140731]","krasnobrod"
"653",10798,"Narol","miasto","świątynia główna","beł",4,6378,"[23.31474282283949, 50.35162576302048]","narol"
"654",10826,"Kraśniczyn","wieś","świątynia główna","rus",4,2683,"[23.377111902744332, 50.929789156853076]","krasniczyn"
"655",10833,"Krzeszów","miasto","świątynia główna","rus",4,1989,"[22.347134466961506, 50.39819047234505]","krzeszow"
"656",10855,"Stanisławczyk","miasto","świątynia główna","rus",4,2672,"[24.920494000938277, 50.163100127889834]","stanislawczyk"
"657",10874,"Toporów","miasto","świątynia główna","rus",4,2673,"[24.74220357410485, 50.113444839955605]","toporow"
"658",10908,"Torczyn","miasto","świątynia główna","woł",4,22655,"[24.979012199202145, 50.76038438690131]","torczyn"
"659",10911,"Kryłów","miasto","świątynia główna","rus",4,6372,"[24.048621866422707, 50.675977341528096]","krylow"
"660",10920,"Korytnica","miasto","świątynia główna","beł",4,5267,"[24.007239424748832, 50.949160018267605]","korytnica"
"661",10938,"Sokal","miasto","świątynia główna","beł",4,6384,"[24.289749568303364, 50.49068213767657]","sokal"
"662",10940,"Tartaków","miasto","świątynia główna","beł",4,22414,"[24.3973966174658, 50.456745069768715]","tartakow"
"663",10950,"Witków Nowy","miasto","świątynia główna","beł",4,6395,"[24.488223815786853, 50.30527857901029]","witkow_nowy"
"664",11907,"Krute","miasto","świątynia główna","brac",4,23263,"[29.210584535403086, 47.94179380992415]","krute"
"665",10967,"Bełz","miasto","świątynia główna","beł",4,2671,"[24.003847421273974, 50.381614362055245]","belz"
"666",11000,"Czarnobyl","miasto","świątynia główna","kij",4,23402,"[30.220147377308535, 51.26930218781678]","czarnobyl"
"667",11118,"Lwów","miasto","świątynia główna","rus",4,1991,"[24.0349130375792, 49.84062077956651]","lwow"
"668",11152,"Baranów","miasto","świątynia główna","lub",4,2218,"[22.129733305685306, 51.55627609108268]","baranow"
"669",11160,"Chełm","miasto","świątynia pomocnicza","rus",4,24316,"[23.477944018171797, 51.12600763129319]","chelm"
"670",11172,"Kułaczkowce","miasto","świątynia główna","rus",4,1987,"[25.30834617463688, 48.55698636743051]","kulaczkowce"
"671",11196,"Uładówka","miasto","świątynia główna","pod",4,23291,"[28.237436322549684, 49.48281607362344]","uladowka"
"672",11203,"Murawica","miasto","świątynia główna","woł",4,22637,"[25.586073340528344, 50.51857486132616]","murawica"
"673",14323,"Krupa","miasto","świątynia główna","woł",4,22623,"[26.50027581472716, 50.65169826826076]","krupa"
"674",11802,"Jampol","miasto","świątynia główna","woł",4,22519,"[26.236345100423137, 49.951793850071965]","jampol"
"675",11207,"Gródek","miasto","świątynia główna","pod",4,2343,"[25.859015310129394, 48.62824867650846]","grodek"
"676",11898,"Śniatyn","miasto","świątynia główna","rus",4,2058,"[25.556557995322294, 48.44606236056376]","sniatyn"
"677",11219,"Malachin","wieś","świątynia główna","pom",4,24524,"[17.956501966234896, 53.81201745764412]","malachin"
"678",11220,"Stare Szkoty","wieś","świątynia główna","pom",4,24525,"[18.61103126230654, 54.34945070066129]","stare_szkoty"
"679",11221,"Tuchola","miasto","świątynia główna","pom",4,24529,"[17.862358408213538, 53.58628899076274]","tuchola"
"680",11222,"Górna Grupa","wieś","świątynia główna","pom",4,24532,"[18.66930831995876, 53.48248822680637]","gorna_grupa"
"681",11224,"Kutno","miasto","świątynia główna","raw",4,2436,"[19.365384861164046, 52.234361658219655]","kutno"
"682",12155,"Czarny Ostrów","miasto","świątynia główna","pod",4,9717,"[26.760866532449995, 49.506083284602084]","czarny_ostrow"
"683",11531,"Wołoszcza","wieś","świątynia pomocnicza","rus",4,2705,"[23.609432599749994, 49.499474452093864]","woloszcza"
"684",11546,"Drohobycz","miasto","świątynia główna","rus",4,1947,"[23.516177539518026, 49.34307524925248]","drohobycz"
"685",11575,"Komarno","miasto","świątynia główna","rus",4,2681,"[23.687553442594265, 49.630409983898915]","komarno"
"686",11581,"Kulików","miasto","świątynia główna","rus",4,1985,"[24.072924717764522, 49.96942552970114]","kulikow"
"687",11614,"Jaworów","miasto","świątynia główna","rus",4,1974,"[23.36647739096952, 49.93357706433591]","jaworow"
"688",11628,"Bratjan","wieś","świątynia główna","che",4,24539,"[19.59785584567271, 53.448606412344645]","bratjan"
"689",11667,"Stara Sól","miasto","świątynia główna","rus",4,2051,"[22.96411600621059, 49.494550113598336]","stara_sol"
"690",11774,"Baligród","miasto","świątynia główna","rus",4,1932,"[22.281548907859587, 49.33765052348332]","baligrod"
"691",11797,"Wiśniowiec Stary","miasto","świątynia główna","woł",4,22660,"[25.757127850193058, 49.88852206578764]","wisniowiec_stary"
"692",11799,"Łanowce","miasto","świątynia główna","woł",4,22518,"[26.073727834884437, 49.85383975489515]","lanowce"
"693",11874,"Dolina","miasto","świątynia główna","rus",4,22362,"[24.01036302376542, 48.96217921813599]","dolina"
"694",11894,"Russocice","miasto","świątynia główna","kal",4,24466,"[18.49049327182081, 52.095906695278074]","russocice"
"695",11895,"Raszków","miasto","świątynia główna","kal",4,24464,"[17.728183919556557, 51.71731011907457]","raszkow"
"696",11951,"Stryj","miasto","świątynia główna","rus",4,2054,"[23.842592815668695, 49.24733454926644]","stryj"
"697",12015,"Chodorów","miasto","świątynia główna","rus",4,1938,"[24.320222648303115, 49.41222582160265]","chodorow"
"698",12016,"Bołszowce","miasto","świątynia główna","rus",4,2003,"[24.73844917892569, 49.18182568254849]","bolszowce"
"699",12035,"Dunajów","miasto","świątynia główna","rus",4,1953,"[24.825828339714178, 49.61339346661816]","dunajow"
"700",12044,"Pomorzany","miasto","świątynia główna","rus",4,22374,"[24.947513726613693, 49.62745775878892]","pomorzany"
"701",12054,"Sasów","miasto","świątynia główna","rus",4,2030,"[24.937218020024318, 49.873174187472216]","sasow"
"702",12092,"Suchostaw","miasto","świątynia główna","rus",4,2056,"[25.859019910161578, 49.16117080421412]","suchostaw"
"703",12095,"Kopyczyńce","miasto","świątynia główna","rus",4,22368,"[25.918196017348464, 49.10729584875503]","kopyczynce"
"704",12118,"Hryców","miasto","świątynia główna","woł",4,22507,"[27.22650856161391, 49.96311118378867]","hrycow"
"705",12145,"Kupin","miasto","świątynia główna","pod",4,9472,"[26.575706548860126, 49.1005339327516]","kupin"
"706",12147,"Szatawa","miasto","świątynia główna","pod",4,24580,"[26.70659410633158, 48.768069578311554]","szatawa"
"707",12158,"Proskurów","miasto","świątynia główna","pod",4,22956,"[26.980121608318086, 49.41980180210834]","proskurow"
"708",12182,"Sawińce","miasto","świątynia główna","pod",4,2357,"[26.799785517946304, 49.08145339047462]","sawince"
"709",12272,"Kozowa","miasto","świątynia główna","rus",4,22370,"[25.138800864034295, 49.43210649068914]","kozowa"
"710",12299,"Wyszogródek","miasto","świątynia główna","woł",4,22663,"[25.972271930811644, 49.776038894426165]","wyszogrodek"
"711",12336,"Bazalia","miasto","świątynia główna","woł",4,22605,"[26.48054637293518, 49.711397912137386]","bazalia"
"712",12384,"Hermanówka","miasto","świątynia główna","kij",4,23404,"[30.54194178578655, 49.991468786780274]","hermanowka"
"713",12393,"Żorniszcze","miasto","świątynia główna","brac",4,23295,"[29.083440719741986, 49.056253268457]","zorniszcze"
"714",12394,"Żywotów","miasto","świątynia główna","brac",4,23296,"[29.549986566645998, 49.272173129439125]","zywotow"
"715",12460,"Zińków","miasto","świątynia główna","pod",4,22965,"[27.07375785518542, 49.092735871865386]","zinkow"
"716",12461,"Wołodarka","miasto","świątynia główna","kij",4,2212,"[29.924462033824454, 49.517041257329765]","wolodarka"
"717",12462,"Bohusław","wieś","świątynia główna","kij",4,2172,"[30.889460813480184, 49.53360459095154]","bohuslaw"
"718",12466,"Czajki","wieś","świątynia główna","kij",4,2180,"[30.783832568704327, 49.53360459095154]","czajki"
"719",12473,"Pawołocz","miasto","świątynia główna","kij",4,2200,"[29.462827482548562, 49.869542975129434]","pawolocz"
"720",12501,"Sieniawa Stara","miasto","świątynia główna","pod",4,22958,"[27.60679986611484, 49.59791576936914]","sieniawa_stara"
"721",12503,"Latyczów","miasto","świątynia główna","pod",4,22948,"[27.62611754342322, 49.38433085864125]","latyczow"
"722",12532,"Bar","miasto","świątynia główna","pod",4,2337,"[27.68744185394695, 49.07958980907023]","bar"
"723",12546,"Lubar","miasto","świątynia główna","woł",4,2194,"[27.731352067712578, 49.915064596805166]","lubar"
"724",12583,"Pików","miasto","świątynia główna","brac",4,23277,"[28.2578510603185, 49.56375147965673]","pikow"
"725",12591,"Nadwórna","miasto","świątynia główna","rus",4,2011,"[24.57059874770664, 48.630678296594056]","nadworna"
